protocol,pattern,density,concurrency,metric,n,shapiro_p,non_normal
rest,aggregate,medium,10,lat_p95,30,0.7574247339069139,False
rest,aggregate,medium,50,lat_p95,30,0.0002487225404873863,True
rest,aggregate,medium,100,lat_p95,30,0.0007770634651892137,True
rest,baseline,high,10,lat_p95,30,0.4034109370887726,False
rest,baseline,high,50,lat_p95,30,0.2862510166759546,False
rest,baseline,high,100,lat_p95,30,0.7390541582719999,False
rest,baseline,low,10,lat_p95,30,0.11160002379801781,False
rest,baseline,low,50,lat_p95,30,0.03948291849170282,True
rest,baseline,low,100,lat_p95,30,0.0285228531803196,True
rest,baseline,medium,10,lat_p95,30,0.30030453088244935,False
rest,baseline,medium,50,lat_p95,30,0.03140693468789819,True
rest,baseline,medium,100,lat_p95,30,0.7642659395736369,False
rest,filtered,high,10,lat_p95,30,0.41706006047880484,False
rest,filtered,high,50,lat_p95,30,0.11519304051279172,False
rest,filtered,high,100,lat_p95,30,0.19699149510541708,False
rest,filtered,low,10,lat_p95,30,0.15186537334071953,False
rest,filtered,low,50,lat_p95,30,0.15413188282932516,False
rest,filtered,low,100,lat_p95,30,0.34136238129862606,False
rest,filtered,medium,10,lat_p95,30,0.4905159909276533,False
rest,filtered,medium,50,lat_p95,30,0.6435368934739035,False
rest,filtered,medium,100,lat_p95,30,0.12187152994277034,False
rest,partial,high,10,lat_p95,30,0.6581172762235473,False
rest,partial,high,50,lat_p95,30,0.22749442377869183,False
rest,partial,high,100,lat_p95,30,0.6804460040938226,False
rest,partial,low,10,lat_p95,30,0.5412313226549247,False
rest,partial,low,50,lat_p95,30,0.00022042887311828345,True
rest,partial,low,100,lat_p95,30,0.009704529312661057,True
rest,partial,medium,10,lat_p95,30,0.25915754926751894,False
rest,partial,medium,50,lat_p95,30,0.4846948594703173,False
rest,partial,medium,100,lat_p95,30,3.230224599938743e-05,True
graphql,aggregate,high,10,throughput_rps,30,0.10938100764505093,False
graphql,aggregate,high,50,throughput_rps,30,0.14469617206699498,False
graphql,aggregate,high,100,throughput_rps,30,0.596159617699013,False
graphql,aggregate,low,10,throughput_rps,30,0.3907350647779263,False
graphql,aggregate,low,50,throughput_rps,30,0.018002399733281344,True
graphql,aggregate,low,100,throughput_rps,30,0.05348289444641578,False
