caching,access_pattern,payload_weight,entropy,network,density,concurrency,page_size,metric,group_a,group_b,n1,n2,u_stat,p_value,a12,cliffs_delta,magnitude,rest_median,graphql_median,p_value_holm
off,uniform,heavy,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.008529,33.6096745,4.167405915643777e-09
off,uniform,heavy,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.824972,33.58212675,4.167405915643777e-09
off,uniform,heavy,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.255774000000002,37.51329775,4.167405915643777e-09
off,uniform,heavy,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,27.972106500000002,33.9947795,5.334856462477084e-19
off,uniform,heavy,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.935204499999998,34.88196225,4.167405915643777e-09
off,uniform,heavy,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.3086945,38.134751,4.167405915643777e-09
off,uniform,heavy,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.663951750000001,13.4600185,4.167405915643777e-09
off,uniform,light,high,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.44556525,37.5659935,4.167405915643777e-09
off,uniform,light,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.0733745,34.21030025,4.167405915643777e-09
off,uniform,light,high,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.283863500000002,34.787386999999995,4.167405915643777e-09
off,uniform,light,low,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.47945875,39.6847805,4.167405915643777e-09
off,uniform,light,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.3540025,36.124592750000005,4.167405915643777e-09
off,uniform,light,low,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.518507,37.56310125,4.167405915643777e-09
off,uniform,light,medium,constrained,high,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.609211000000002,37.8186755,4.167405915643777e-09
off,uniform,light,medium,constrained,low,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.8991855,32.780867,4.167405915643777e-09
off,uniform,light,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.542244500000002,38.105636000000004,4.167405915643777e-09
off,uniform,light,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,28.388739,34.428698999999995,5.334856462477084e-19
off,uniform,light,medium,constrained,medium,10,1,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.505807500000003,36.75214975,4.167405915643777e-09
off,uniform,light,medium,constrained,medium,10,5,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.01620425,80.28056624999999,4.167405915643777e-09
off,uniform,light,medium,constrained,medium,10,10,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,32.0671415,106.06231600000001,4.167405915643777e-09
off,uniform,light,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.312229000000002,35.40621,4.167405915643777e-09
off,uniform,light,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.747438250000002,40.0677025,4.167405915643777e-09
off,uniform,light,medium,lan,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,9.02440025,15.4935105,4.167405915643777e-09
off,uniform,light,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.937602,13.761517999999999,4.167405915643777e-09
off,uniform,light,medium,lan,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.491611,13.32235375,4.167405915643777e-09
off,unique,heavy,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.76484625,33.485903,4.167405915643777e-09
off,unique,heavy,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.824027,33.669555,4.167405915643777e-09
off,unique,heavy,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.2307995,37.1711325,4.167405915643777e-09
off,unique,heavy,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,27.8953755,33.860771,5.334856462477084e-19
off,unique,heavy,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.934101,34.77177575,4.167405915643777e-09
off,unique,heavy,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.300242,37.80390775,4.167405915643777e-09
off,unique,heavy,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.5809725,13.333838499999999,4.167405915643777e-09
off,unique,light,high,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.20495775,37.800601,4.167405915643777e-09
off,unique,light,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.141080000000002,34.21146950000001,4.167405915643777e-09
off,unique,light,high,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.258564749999998,34.9245625,4.167405915643777e-09
off,unique,light,low,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.4965455,40.659762,4.167405915643777e-09
off,unique,light,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.4573265,35.972348999999994,4.167405915643777e-09
off,unique,light,low,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.46646525,37.48113225,4.167405915643777e-09
off,unique,light,medium,constrained,high,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.288905,38.22887125,4.167405915643777e-09
off,unique,light,medium,constrained,low,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.8484035,32.582423750000004,4.167405915643777e-09
off,unique,light,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.521532999999998,38.6090925,4.167405915643777e-09
off,unique,light,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,28.3065135,34.522039500000005,5.334856462477084e-19
off,unique,light,medium,constrained,medium,10,1,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.438246,36.821433999999996,4.167405915643777e-09
off,unique,light,medium,constrained,medium,10,5,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.0389055,79.72001675,4.167405915643777e-09
off,unique,light,medium,constrained,medium,10,10,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,32.39556875,105.80765425,4.167405915643777e-09
off,unique,light,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.29371325,35.35077675,4.167405915643777e-09
off,unique,light,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.769576,42.401692499999996,4.167405915643777e-09
off,unique,light,medium,lan,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,9.207052749999999,16.008750499999998,4.167405915643777e-09
off,unique,light,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,8.0542975,13.835678,4.167405915643777e-09
off,unique,light,medium,lan,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.4785605,13.2530125,4.167405915643777e-09
off,zipfian,heavy,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.095050999999998,34.22540875,4.167405915643777e-09
off,zipfian,heavy,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.998853500000003,33.99432925,4.167405915643777e-09
off,zipfian,heavy,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.185788,37.896795,4.167405915643777e-09
off,zipfian,heavy,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,28.077011749999997,34.431987,5.334856462477084e-19
off,zipfian,heavy,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.107367,35.336421,4.167405915643777e-09
off,zipfian,heavy,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.463335,38.710422,4.167405915643777e-09
off,zipfian,heavy,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.7767599999999995,13.944561,4.167405915643777e-09
off,zipfian,light,high,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.2925285,37.7746535,4.167405915643777e-09
off,zipfian,light,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.233356999999998,34.230870249999995,4.167405915643777e-09
off,zipfian,light,high,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.3322785,35.5850815,4.167405915643777e-09
off,zipfian,light,low,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.901067,40.407340000000005,4.167405915643777e-09
off,zipfian,light,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.577596999999997,36.981421499999996,4.167405915643777e-09
off,zipfian,light,low,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.714487,38.727426,4.167405915643777e-09
off,zipfian,light,medium,constrained,high,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.936868,37.18345,4.167405915643777e-09
off,zipfian,light,medium,constrained,low,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.85960025,32.8108745,4.167405915643777e-09
off,zipfian,light,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.643887,38.285799999999995,4.167405915643777e-09
off,zipfian,light,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,28.44156525,34.9874735,5.334856462477084e-19
off,zipfian,light,medium,constrained,medium,10,1,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.656337,37.49120125,4.167405915643777e-09
off,zipfian,light,medium,constrained,medium,10,5,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.3920335,83.2327575,4.167405915643777e-09
off,zipfian,light,medium,constrained,medium,10,10,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,32.4831185,110.303724,4.167405915643777e-09
off,zipfian,light,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.419457,36.063359500000004,4.167405915643777e-09
off,zipfian,light,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.8588125,42.45756125,4.167405915643777e-09
off,zipfian,light,medium,lan,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,9.2345225,16.260783500000002,4.167405915643777e-09
off,zipfian,light,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,8.150731,14.65788625,4.167405915643777e-09
off,zipfian,light,medium,lan,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.545985,14.176714,4.167405915643777e-09
on,uniform,heavy,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.7962835,34.63431625,4.167405915643777e-09
on,uniform,heavy,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.78611075,34.248961,4.167405915643777e-09
on,uniform,heavy,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,32.24507075,38.4386335,4.167405915643777e-09
on,uniform,heavy,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,28.889644,34.86830625,5.334856462477084e-19
on,uniform,heavy,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.2379695,34.408930749999996,4.167405915643777e-09
on,uniform,heavy,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.021541499999998,36.230295999999996,4.167405915643777e-09
on,uniform,heavy,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,8.392394,14.3056235,4.167405915643777e-09
on,uniform,light,high,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,32.2897085,38.47652275,4.167405915643777e-09
on,uniform,light,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.112215,34.856952,4.167405915643777e-09
on,uniform,light,high,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.472081000000003,34.2576475,4.167405915643777e-09
on,uniform,light,low,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,32.524482500000005,40.5216135,4.167405915643777e-09
on,uniform,light,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.68070225,35.40268375,4.167405915643777e-09
on,uniform,light,low,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.48531475,30.03527825,4.167405915643777e-09
on,uniform,light,medium,constrained,high,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.894039999999997,38.06270550000001,4.167405915643777e-09
on,uniform,light,medium,constrained,low,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.3056465,32.868382,4.167405915643777e-09
on,uniform,light,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,32.477228,38.974487249999996,4.167405915643777e-09
on,uniform,light,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,29.03239825,35.02215425,5.334856462477084e-19
on,uniform,light,medium,constrained,medium,10,1,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.665543,35.759326,4.167405915643777e-09
on,uniform,light,medium,constrained,medium,10,5,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.16117275,50.5331755,4.167405915643777e-09
on,uniform,light,medium,constrained,medium,10,10,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.313064,58.8955945,4.167405915643777e-09
on,uniform,light,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.23502575,33.83253275,4.167405915643777e-09
on,uniform,light,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.998141750000002,34.06887725,4.167405915643777e-09
on,uniform,light,medium,lan,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,10.053313750000001,16.32957125,4.167405915643777e-09
on,uniform,light,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,8.792327750000002,14.505293,4.167405915643777e-09
on,uniform,light,medium,lan,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.762611,13.087854,4.167405915643777e-09
on,unique,heavy,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.818375,34.54635974999999,4.167405915643777e-09
on,unique,heavy,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.779696,34.7214825,4.167405915643777e-09
on,unique,heavy,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.942598,38.5202525,4.167405915643777e-09
on,unique,heavy,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,28.760314,34.906560999999996,5.334856462477084e-19
on,unique,heavy,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.368906000000003,35.067088,4.167405915643777e-09
on,unique,heavy,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.18237375,37.460815999999994,4.167405915643777e-09
on,unique,heavy,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,8.25737375,14.29088775,4.167405915643777e-09
on,unique,light,high,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,32.324661250000005,38.990598,4.167405915643777e-09
on,unique,light,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.28449075,35.13024025,4.167405915643777e-09
on,unique,light,high,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.4571285,34.31397075,4.167405915643777e-09
on,unique,light,low,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,32.515958499999996,41.261494,4.167405915643777e-09
on,unique,light,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.2458935,36.91178875,4.167405915643777e-09
on,unique,light,low,constrained,medium,50,0,lat_p50,rest,graphql,30,30,365.0,0.21156123692597317,0.4055555555555556,-0.18888888888888877,small,26.571581000000002,26.58837875,0.21156123692597317
on,unique,light,medium,constrained,high,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,30.178119000000002,38.818205,4.167405915643777e-09
on,unique,light,medium,constrained,low,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.5947325,33.814741999999995,4.167405915643777e-09
on,unique,light,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,32.6300555,39.78373025,4.167405915643777e-09
on,unique,light,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,29.315665000000003,35.3276015,5.334856462477084e-19
on,unique,light,medium,constrained,medium,10,1,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.25937575,37.09184825,4.167405915643777e-09
on,unique,light,medium,constrained,medium,10,5,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.13754775,47.32713575,4.167405915643777e-09
on,unique,light,medium,constrained,medium,10,10,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.07555825,56.6934995,4.167405915643777e-09
on,unique,light,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.3025895,33.9196385,4.167405915643777e-09
on,unique,light,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.97928,34.5306795,4.167405915643777e-09
on,unique,light,medium,lan,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,10.19145,16.767534,4.167405915643777e-09
on,unique,light,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,8.978377250000001,14.59779425,4.167405915643777e-09
on,unique,light,medium,lan,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.62500625,13.032374,4.167405915643777e-09
on,zipfian,heavy,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.17589425,32.606027749999996,4.167405915643777e-09
on,zipfian,heavy,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.431988,30.17682275,4.167405915643777e-09
on,zipfian,heavy,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.732443500000002,38.06968325,4.167405915643777e-09
on,zipfian,heavy,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,27.93271475,32.0482215,5.334856462477084e-19
on,zipfian,heavy,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.3785065,30.1700615,4.167405915643777e-09
on,zipfian,heavy,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.1331935,30.211156000000003,4.167405915643777e-09
on,zipfian,heavy,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.809410999999999,13.450179,4.167405915643777e-09
on,zipfian,light,high,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.82798475,38.580155000000005,4.167405915643777e-09
on,zipfian,light,high,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.103437,32.429628,4.167405915643777e-09
on,zipfian,light,high,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.6888305,30.3803505,4.167405915643777e-09
on,zipfian,light,low,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.262009250000002,38.80077375,4.167405915643777e-09
on,zipfian,light,low,constrained,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.31347625,29.951476999999997,4.167405915643777e-09
on,zipfian,light,low,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.1536255,28.122210000000003,4.167405915643777e-09
on,zipfian,light,medium,constrained,high,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.0100835,32.17178725,4.167405915643777e-09
on,zipfian,light,medium,constrained,low,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.3597635,30.0158465,4.167405915643777e-09
on,zipfian,light,medium,constrained,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,31.903881,38.425974499999995,4.167405915643777e-09
on,zipfian,light,medium,constrained,medium,10,0,lat_p50,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,27.8411835,31.8221445,5.334856462477084e-19
on,zipfian,light,medium,constrained,medium,10,1,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.478461,30.15963,4.167405915643777e-09
on,zipfian,light,medium,constrained,medium,10,5,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.0656945,53.191038,4.167405915643777e-09
on,zipfian,light,medium,constrained,medium,10,10,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,29.59755925,58.77377025,4.167405915643777e-09
on,zipfian,light,medium,constrained,medium,50,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.525175,29.6165555,4.167405915643777e-09
on,zipfian,light,medium,constrained,medium,100,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,28.2488585,29.627554500000002,4.167405915643777e-09
on,zipfian,light,medium,lan,medium,1,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,9.715169,16.3379095,4.167405915643777e-09
on,zipfian,light,medium,lan,medium,10,0,lat_p50,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.64406275,12.81797075,4.167405915643777e-09
on,zipfian,light,medium,lan,medium,50,0,lat_p50,rest,graphql,30,30,221.0,0.0007295106100696473,0.24555555555555558,-0.5088888888888888,large,6.4176020000000005,6.451042,0.0014590212201392946
off,uniform,heavy,high,constrained,medium,10,0,lat_p95,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,36.253073,42.692929500000005,4.167405915643777e-09
off,uniform,heavy,low,constrained,medium,10,0,lat_p95,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,36.093593999999996,42.6506345,4.167405915643777e-09
off,uniform,heavy,medium,constrained,medium,1,0,lat_p95,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,37.943323925,44.945124975,4.167405915643777e-09
off,uniform,heavy,medium,constrained,medium,10,0,lat_p95,rest,graphql,60,60,0.0,3.5565709749847226e-21,0.0,-1.0,large,36.29372649999999,42.923563200000004,5.334856462477084e-19
off,uniform,heavy,medium,constrained,medium,50,0,lat_p95,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,36.0035955,44.1958855,4.167405915643777e-09
off,uniform,heavy,medium,constrained,medium,100,0,lat_p95,rest,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,37.100582075,93.80821667499998,4.167405915643777e-09
