unix_ts,pid,cpu_percent,rss_mb
1783140448.070,1031637,0.00,62.77
1783140449.071,1031637,8.00,62.79
1783140450.074,1031637,12.00,62.81
1783140451.075,1031637,11.00,62.81
1783140452.076,1031637,12.00,62.82
1783140453.077,1031637,10.00,62.82
1783140454.078,1031637,11.00,62.83
1783140455.079,1031637,11.00,62.84
1783140456.080,1031637,12.00,62.84
1783140457.080,1031637,11.00,62.84
1783140458.081,1031637,11.00,62.84
1783140459.082,1031637,11.00,62.84
1783140460.082,1031637,11.00,62.84
1783140461.083,1031637,12.00,62.84
1783140462.084,1031637,12.00,62.84
1783140463.086,1031637,12.00,62.84
1783140464.087,1031637,11.00,62.84
1783140465.090,1031637,11.00,62.84
1783140466.091,1031637,10.00,62.85
1783140467.092,1031637,9.00,62.85
1783140468.093,1031637,10.00,62.85
1783140469.093,1031637,11.00,62.85
1783140470.094,1031637,10.00,62.85
1783140471.095,1031637,9.00,62.85
1783140472.096,1031637,10.00,62.85
1783140473.101,1031637,10.00,62.85
1783140474.101,1031637,11.00,62.85
1783140475.102,1031637,12.00,62.85
1783140476.103,1031637,11.00,62.85
1783140477.104,1031637,12.00,62.85
1783140478.104,1031637,11.00,62.85
1783140479.105,1031637,11.00,62.85
1783140480.106,1031637,12.00,62.85
1783140481.107,1031637,12.00,62.85
1783140482.108,1031637,12.00,62.85
1783140483.108,1031637,10.00,62.85
1783140484.109,1031637,11.00,62.85
1783140485.110,1031637,11.00,62.85
1783140486.110,1031637,11.00,62.85
1783140487.111,1031637,11.00,62.85
1783140488.112,1031637,10.00,62.85
1783140489.112,1031637,12.00,62.85
1783140490.113,1031637,10.00,62.85
1783140491.114,1031637,11.00,62.85
1783140492.114,1031637,12.00,62.85
1783140493.115,1031637,12.00,62.85
1783140494.116,1031637,11.00,62.85
1783140495.117,1031637,12.00,62.85
1783140496.117,1031637,12.00,62.85
1783140497.118,1031637,10.00,62.85
1783140498.119,1031637,12.00,62.85
1783140499.120,1031637,12.00,62.85
1783140500.121,1031637,11.00,62.85
1783140501.121,1031637,12.00,62.85
1783140502.122,1031637,11.00,62.85
1783140503.123,1031637,11.00,62.85
1783140504.124,1031637,11.00,62.85
1783140505.124,1031637,12.00,62.85
1783140506.125,1031637,12.00,62.85
1783140507.126,1031637,11.00,62.85
1783140508.127,1031637,11.00,62.85
1783140509.127,1031637,12.00,62.85
1783140510.128,1031637,11.00,62.85
1783140511.129,1031637,11.00,62.85
1783140512.130,1031637,12.00,62.85
1783140513.131,1031637,12.00,62.85
1783140514.131,1031637,11.00,62.85
1783140515.132,1031637,11.00,62.85
1783140516.133,1031637,11.00,62.85
1783140517.133,1031637,11.00,62.85
1783140518.134,1031637,11.00,62.85
1783140519.134,1031637,11.00,62.85
1783140520.135,1031637,11.00,62.85
1783140521.136,1031637,11.00,62.85
1783140522.136,1031637,11.00,62.85
1783140523.137,1031637,11.00,62.85
1783140524.137,1031637,11.00,62.85
1783140525.138,1031637,12.00,62.85
1783140526.139,1031637,11.00,62.85
1783140527.139,1031637,10.00,62.85
1783140528.140,1031637,11.00,62.85
1783140529.141,1031637,11.00,62.85
1783140530.141,1031637,10.00,62.85
1783140531.142,1031637,10.00,62.85
1783140532.142,1031637,10.00,62.85
1783140533.143,1031637,12.00,62.85
1783140534.143,1031637,11.00,62.85
1783140535.143,1031637,11.00,62.85
1783140536.144,1031637,11.00,62.85
1783140537.145,1031637,10.00,62.85
1783140538.145,1031637,11.00,62.85
1783140539.146,1031637,5.00,62.85
1783140540.147,1031637,12.00,62.85
1783140541.147,1031637,11.00,62.85
1783140542.148,1031637,11.00,62.85
1783140543.149,1031637,11.00,62.85
1783140544.149,1031637,10.00,62.85
1783140545.150,1031637,10.00,62.85
