unix_ts,pid,cpu_percent,rss_mb
1783132000.878,1029589,0.00,60.32
1783132001.879,1029589,61.00,60.32
1783132002.880,1029589,75.00,60.32
1783132003.880,1029589,75.00,60.32
1783132004.880,1029589,79.00,60.32
1783132005.881,1029589,72.90,60.32
1783132006.882,1029589,74.90,60.32
1783132007.883,1029589,78.00,60.33
1783132008.883,1029589,74.00,60.33
1783132009.884,1029589,74.00,60.34
1783132010.884,1029589,74.00,60.34
1783132011.885,1029589,78.00,60.37
1783132012.885,1029589,74.00,60.37
1783132013.886,1029589,72.00,60.37
1783132014.887,1029589,75.00,60.38
1783132015.887,1029589,78.00,60.38
1783132016.888,1029589,72.90,60.38
1783132017.889,1029589,74.00,60.38
1783132018.889,1029589,77.90,60.39
1783132019.890,1029589,75.90,60.39
1783132020.891,1029589,74.00,60.39
1783132021.891,1029589,74.90,60.40
1783132022.892,1029589,77.90,60.40
1783132023.893,1029589,72.90,60.40
1783132024.893,1029589,73.00,60.40
1783132025.894,1029589,77.00,60.40
1783132026.895,1029589,74.00,60.40
1783132027.895,1029589,75.00,60.40
1783132028.896,1029589,73.00,60.40
1783132029.896,1029589,81.00,60.40
1783132030.897,1029589,74.00,60.40
1783132031.897,1029589,73.00,60.40
1783132032.898,1029589,75.00,60.40
1783132033.898,1029589,77.00,60.40
1783132034.899,1029589,75.00,60.40
1783132035.900,1029589,74.00,60.40
1783132036.900,1029589,75.00,60.40
1783132037.901,1029589,78.00,60.40
1783132038.901,1029589,74.00,60.40
1783132039.901,1029589,73.00,60.40
1783132040.902,1029589,74.00,60.40
1783132041.902,1029589,78.00,60.40
1783132042.903,1029589,74.90,60.40
1783132043.904,1029589,74.90,60.40
1783132044.905,1029589,75.00,60.40
1783132045.905,1029589,77.00,60.41
1783132046.905,1029589,74.00,60.41
1783132047.906,1029589,74.00,60.41
1783132048.906,1029589,74.00,60.41
1783132049.906,1029589,77.00,60.41
1783132050.907,1029589,74.00,60.41
1783132051.908,1029589,75.00,60.41
1783132052.908,1029589,72.90,60.41
1783132053.909,1029589,77.90,60.41
1783132054.910,1029589,74.90,60.41
1783132055.910,1029589,73.90,60.41
1783132056.911,1029589,74.00,60.41
1783132057.911,1029589,76.00,60.41
1783132058.912,1029589,74.00,60.41
1783132059.912,1029589,73.00,60.41
1783132060.913,1029589,72.00,60.41
1783132061.913,1029589,77.00,60.41
1783132062.914,1029589,75.00,60.41
1783132063.914,1029589,74.00,60.41
1783132064.915,1029589,75.00,60.41
1783132065.915,1029589,79.00,60.41
