unix_ts,pid,cpu_percent,rss_mb
1783168590.514,1051395,0.00,49.76
1783168591.515,1051395,12.00,49.81
1783168592.516,1051395,16.00,50.25
1783168593.517,1051395,14.00,50.51
1783168594.518,1051395,14.00,50.56
1783168595.518,1051395,14.00,50.57
1783168596.519,1051395,13.00,50.62
1783168597.519,1051395,14.00,50.62
1783168598.520,1051395,15.00,50.62
1783168599.521,1051395,15.00,50.62
1783168600.522,1051395,16.00,50.89
1783168601.522,1051395,15.00,50.89
1783168602.524,1051395,16.00,50.89
1783168603.524,1051395,15.00,50.89
1783168604.525,1051395,16.00,50.89
1783168605.526,1051395,16.00,50.90
1783168606.527,1051395,15.00,50.90
1783168607.528,1051395,16.00,50.90
1783168608.529,1051395,15.00,50.90
1783168609.530,1051395,16.00,50.90
1783168610.531,1051395,15.00,50.90
1783168611.532,1051395,16.00,50.90
1783168612.533,1051395,15.00,50.90
1783168613.534,1051395,16.00,50.90
1783168614.535,1051395,16.00,50.91
1783168615.536,1051395,17.00,50.91
1783168616.537,1051395,17.00,50.92
1783168617.538,1051395,16.00,50.92
1783168618.539,1051395,16.00,50.92
1783168619.540,1051395,16.00,50.92
1783168620.540,1051395,16.00,50.92
1783168621.541,1051395,16.00,50.92
1783168622.542,1051395,15.00,50.92
1783168623.543,1051395,15.00,50.92
1783168624.544,1051395,17.00,50.92
1783168625.545,1051395,16.00,50.92
1783168626.546,1051395,17.00,50.92
1783168627.547,1051395,17.00,50.92
1783168628.548,1051395,15.00,50.93
1783168629.549,1051395,17.00,50.93
1783168630.550,1051395,14.00,50.93
1783168631.551,1051395,16.00,50.93
1783168632.552,1051395,16.00,50.93
1783168633.553,1051395,16.00,50.93
1783168634.554,1051395,16.00,50.93
1783168635.554,1051395,16.00,50.93
1783168636.555,1051395,16.00,50.93
1783168637.556,1051395,15.00,50.93
1783168638.557,1051395,15.00,50.93
1783168639.558,1051395,16.00,50.93
1783168640.558,1051395,16.00,50.94
1783168641.559,1051395,15.00,50.94
1783168642.560,1051395,17.00,50.94
1783168643.560,1051395,15.00,50.94
1783168644.561,1051395,16.00,50.95
1783168645.562,1051395,15.00,50.95
1783168646.562,1051395,16.00,50.96
1783168647.563,1051395,15.00,50.96
1783168648.564,1051395,16.00,50.96
1783168649.564,1051395,17.00,50.96
1783168650.565,1051395,15.00,50.96
1783168651.566,1051395,16.00,50.96
1783168652.567,1051395,16.00,50.96
1783168653.567,1051395,17.00,50.96
1783168654.568,1051395,15.00,50.96
1783168655.569,1051395,16.00,50.97
1783168656.570,1051395,17.00,50.97
1783168657.570,1051395,16.00,50.97
1783168658.571,1051395,16.00,50.97
1783168659.572,1051395,16.00,50.98
1783168660.572,1051395,17.00,51.00
1783168661.573,1051395,16.00,51.00
1783168662.574,1051395,15.00,51.00
1783168663.574,1051395,15.00,51.00
1783168664.575,1051395,18.00,51.00
1783168665.576,1051395,15.00,51.00
1783168666.577,1051395,18.00,51.00
1783168667.577,1051395,15.00,51.00
1783168668.578,1051395,16.00,51.00
1783168669.579,1051395,16.00,51.00
1783168670.580,1051395,15.00,51.00
1783168671.580,1051395,16.00,51.00
1783168672.581,1051395,16.00,51.00
1783168673.582,1051395,16.00,51.00
1783168674.583,1051395,16.00,51.00
1783168675.583,1051395,16.00,51.00
1783168676.584,1051395,17.00,51.00
1783168677.585,1051395,17.00,51.01
1783168678.586,1051395,16.00,51.01
1783168679.586,1051395,15.00,51.01
1783168680.587,1051395,14.00,51.02
1783168681.588,1051395,6.00,51.02
1783168682.589,1051395,16.00,51.02
1783168683.589,1051395,17.00,51.02
1783168684.590,1051395,15.00,51.02
1783168685.591,1051395,14.00,51.02
1783168686.592,1051395,15.00,51.02
1783168687.592,1051395,15.00,51.02
1783168688.593,1051395,15.00,51.03
1783168689.594,1051395,14.00,51.03
1783168690.595,1051395,17.00,51.03
1783168691.596,1051395,12.00,51.03
1783168692.597,1051395,13.00,51.03
1783168693.597,1051395,14.00,51.03
1783168694.598,1051395,14.00,51.03
1783168695.599,1051395,15.00,51.03
1783168696.600,1051395,15.00,51.03
1783168697.601,1051395,14.00,51.03
1783168698.601,1051395,14.00,51.03
1783168699.602,1051395,15.00,51.04
1783168700.603,1051395,14.00,51.08
1783168701.604,1051395,14.00,51.17
1783168702.604,1051395,14.00,51.21
1783168703.605,1051395,15.00,51.24
1783168704.606,1051395,15.00,51.26
1783168705.607,1051395,16.00,51.27
1783168706.607,1051395,15.00,51.27
1783168707.608,1051395,15.00,51.27
1783168708.609,1051395,15.00,51.29
1783168709.610,1051395,16.00,51.29
1783168710.610,1051395,14.00,51.29
1783168711.611,1051395,14.00,51.29
1783168712.611,1051395,16.00,51.30
1783168713.612,1051395,15.00,51.30
1783168714.613,1051395,15.00,51.30
1783168715.613,1051395,15.00,51.30
1783168716.614,1051395,16.00,51.31
1783168717.615,1051395,14.00,51.31
1783168718.616,1051395,15.00,51.32
1783168719.617,1051395,15.00,51.41
1783168720.618,1051395,15.00,51.41
1783168721.619,1051395,16.00,51.41
1783168722.620,1051395,15.00,51.41
1783168723.621,1051395,14.00,51.41
1783168724.622,1051395,15.00,51.41
1783168725.623,1051395,14.00,51.41
1783168726.624,1051395,16.00,51.41
1783168727.624,1051395,14.00,51.41
1783168728.625,1051395,15.00,51.41
1783168729.626,1051395,16.00,51.41
1783168730.627,1051395,16.00,51.41
1783168731.628,1051395,14.00,51.41
1783168732.629,1051395,17.00,51.41
1783168733.630,1051395,13.00,51.41
1783168734.630,1051395,16.00,51.62
1783168735.631,1051395,16.00,51.82
1783168736.632,1051395,17.00,51.85
1783168737.633,1051395,16.00,51.89
1783168738.634,1051395,17.00,51.91
1783168739.634,1051395,16.00,51.92
1783168740.635,1051395,15.00,51.92
1783168741.636,1051395,17.00,51.92
1783168742.636,1051395,16.00,52.01
1783168743.637,1051395,17.00,52.01
1783168744.638,1051395,17.00,52.02
1783168745.639,1051395,17.00,52.02
1783168746.640,1051395,16.00,52.02
1783168747.641,1051395,16.00,52.02
1783168748.641,1051395,15.00,52.02
1783168749.642,1051395,15.00,52.02
1783168750.643,1051395,16.00,52.03
1783168751.644,1051395,18.00,52.04
1783168752.644,1051395,16.00,52.04
1783168753.645,1051395,16.00,52.04
1783168754.646,1051395,17.00,52.04
1783168755.646,1051395,16.00,52.04
1783168756.647,1051395,14.00,52.04
1783168757.648,1051395,14.00,52.04
1783168758.648,1051395,13.00,52.04
1783168759.649,1051395,13.00,52.04
1783168760.649,1051395,15.00,52.04
1783168761.650,1051395,14.00,52.03
1783168762.651,1051395,13.00,52.03
1783168763.652,1051395,13.00,52.03
1783168764.653,1051395,13.00,52.03
1783168765.653,1051395,14.00,52.03
1783168766.654,1051395,13.00,52.03
1783168767.655,1051395,14.00,52.03
1783168768.655,1051395,13.00,52.03
1783168769.656,1051395,14.00,52.03
1783168770.656,1051395,13.00,52.03
1783168771.657,1051395,13.00,52.03
1783168772.657,1051395,8.00,52.03
1783168773.658,1051395,16.00,52.03
1783168774.659,1051395,14.00,52.03
1783168775.659,1051395,16.00,52.04
1783168776.660,1051395,15.00,52.04
1783168777.661,1051395,16.00,52.04
1783168778.662,1051395,15.00,52.04
1783168779.662,1051395,15.00,52.04
1783168780.663,1051395,15.00,52.04
1783168781.664,1051395,15.00,52.04
1783168782.665,1051395,15.00,52.04
1783168783.666,1051395,15.00,52.04
1783168784.667,1051395,16.00,52.04
1783168785.668,1051395,14.00,52.04
1783168786.668,1051395,16.00,52.04
1783168787.669,1051395,16.00,52.04
1783168788.670,1051395,15.00,52.04
1783168789.671,1051395,15.00,52.04
1783168790.671,1051395,16.00,52.04
1783168791.672,1051395,15.00,52.04
1783168792.673,1051395,16.00,52.04
1783168793.674,1051395,15.00,52.04
1783168794.675,1051395,15.00,52.04
1783168795.676,1051395,15.00,52.04
1783168796.676,1051395,16.00,52.04
1783168797.677,1051395,16.00,52.04
1783168798.678,1051395,16.00,52.04
1783168799.678,1051395,15.00,52.04
1783168800.679,1051395,15.00,52.04
1783168801.679,1051395,16.00,52.04
1783168802.680,1051395,16.00,52.04
1783168803.681,1051395,16.00,52.04
1783168804.681,1051395,16.00,52.04
1783168805.682,1051395,15.00,52.04
1783168806.683,1051395,12.00,52.04
1783168807.684,1051395,14.00,52.04
1783168808.684,1051395,13.00,52.04
1783168809.685,1051395,15.00,52.04
1783168810.686,1051395,15.00,52.04
1783168811.687,1051395,14.00,52.04
1783168812.687,1051395,14.00,52.04
1783168813.688,1051395,14.00,52.04
1783168814.689,1051395,13.00,52.04
1783168815.690,1051395,14.00,52.04
1783168816.691,1051395,13.00,52.04
1783168817.691,1051395,14.00,52.04
1783168818.692,1051395,15.00,52.04
1783168819.693,1051395,17.00,52.04
1783168820.694,1051395,15.00,52.04
1783168821.695,1051395,14.00,52.04
1783168822.696,1051395,16.00,52.04
1783168823.697,1051395,16.00,52.04
1783168824.697,1051395,15.00,52.04
1783168825.698,1051395,15.00,52.04
1783168826.698,1051395,15.00,52.04
1783168827.699,1051395,16.00,52.04
1783168828.700,1051395,15.00,52.04
1783168829.701,1051395,16.00,52.04
1783168830.701,1051395,15.00,52.04
1783168831.702,1051395,15.00,52.04
1783168832.703,1051395,16.00,52.04
1783168833.704,1051395,15.00,52.04
1783168834.705,1051395,15.00,52.04
1783168835.705,1051395,16.00,52.04
1783168836.706,1051395,15.00,52.04
1783168837.707,1051395,15.00,52.05
1783168838.708,1051395,16.00,52.05
1783168839.709,1051395,14.00,52.05
1783168840.710,1051395,15.00,52.05
1783168841.710,1051395,14.00,52.05
1783168842.711,1051395,16.00,52.05
1783168843.712,1051395,15.00,52.05
1783168844.713,1051395,17.00,52.05
1783168845.714,1051395,15.00,52.05
1783168846.714,1051395,15.00,52.05
1783168847.715,1051395,15.00,52.05
1783168848.716,1051395,14.00,52.05
1783168849.717,1051395,13.00,52.05
1783168850.717,1051395,14.00,52.05
1783168851.718,1051395,14.00,52.05
1783168852.719,1051395,16.00,52.05
1783168853.720,1051395,15.00,52.05
1783168854.720,1051395,15.00,52.05
1783168855.721,1051395,17.00,52.05
1783168856.722,1051395,17.00,52.05
1783168857.723,1051395,15.00,52.05
1783168858.723,1051395,15.00,52.05
1783168859.724,1051395,16.00,52.05
1783168860.725,1051395,14.00,52.05
1783168861.725,1051395,17.00,52.05
1783168862.726,1051395,8.00,52.05
1783168863.727,1051395,13.00,52.05
1783168864.728,1051395,15.00,52.05
1783168865.729,1051395,15.00,52.05
1783168866.729,1051395,13.00,52.05
1783168867.730,1051395,14.00,52.05
1783168868.731,1051395,14.00,52.05
1783168869.731,1051395,14.00,52.05
1783168870.732,1051395,15.00,52.05
1783168871.733,1051395,15.00,52.05
1783168872.733,1051395,15.00,52.05
1783168873.734,1051395,15.00,52.05
1783168874.735,1051395,16.00,52.05
1783168875.736,1051395,16.00,52.05
1783168876.736,1051395,15.00,52.05
1783168877.737,1051395,15.00,52.05
1783168878.738,1051395,15.00,52.05
1783168879.738,1051395,16.00,52.05
1783168880.739,1051395,14.00,52.05
1783168881.740,1051395,16.00,52.05
1783168882.740,1051395,15.00,52.05
1783168883.741,1051395,14.00,52.05
1783168884.742,1051395,15.00,52.05
1783168885.742,1051395,14.00,52.05
1783168886.743,1051395,14.00,52.05
1783168887.744,1051395,15.00,52.05
1783168888.744,1051395,14.00,52.05
1783168889.745,1051395,15.00,52.05
1783168890.746,1051395,16.00,52.05
1783168891.746,1051395,16.00,52.05
1783168892.747,1051395,15.00,52.05
1783168893.748,1051395,15.00,52.05
1783168894.748,1051395,15.00,52.05
1783168895.749,1051395,15.00,52.05
1783168896.750,1051395,15.00,52.05
1783168897.750,1051395,16.00,52.05
1783168898.751,1051395,15.00,52.05
1783168899.752,1051395,15.00,52.05
1783168900.752,1051395,15.00,52.07
1783168901.753,1051395,16.00,52.07
1783168902.754,1051395,16.00,52.07
1783168903.754,1051395,14.00,52.07
1783168904.755,1051395,15.00,52.07
1783168905.756,1051395,17.00,52.08
1783168906.757,1051395,15.00,52.08
1783168907.757,1051395,15.00,52.08
1783168908.758,1051395,16.00,52.08
1783168909.758,1051395,15.00,52.08
1783168910.759,1051395,15.00,52.08
1783168911.760,1051395,16.00,52.09
1783168912.760,1051395,15.00,52.09
1783168913.761,1051395,15.00,52.09
1783168914.762,1051395,15.00,52.09
1783168915.762,1051395,15.00,52.09
1783168916.763,1051395,15.00,52.09
1783168917.764,1051395,16.00,52.09
1783168918.765,1051395,15.00,52.09
1783168919.765,1051395,14.00,52.09
1783168920.766,1051395,16.00,52.09
1783168921.767,1051395,16.00,52.09
1783168922.767,1051395,15.00,52.09
1783168923.768,1051395,16.00,52.09
1783168924.769,1051395,19.00,51.67
1783168925.770,1051395,16.00,51.67
1783168926.770,1051395,16.00,51.67
1783168927.771,1051395,15.00,51.67
1783168928.772,1051395,17.00,51.67
1783168929.772,1051395,15.00,51.67
1783168930.773,1051395,16.00,51.67
1783168931.774,1051395,16.00,51.67
1783168932.774,1051395,14.00,51.67
1783168933.775,1051395,15.00,51.67
1783168934.775,1051395,17.00,51.66
1783168935.776,1051395,16.00,51.66
1783168936.777,1051395,17.00,51.66
1783168937.777,1051395,16.00,51.66
1783168938.778,1051395,16.00,51.66
1783168939.779,1051395,16.00,51.66
1783168940.780,1051395,17.00,51.66
1783168941.781,1051395,16.00,51.66
1783168942.781,1051395,15.00,51.66
1783168943.782,1051395,15.00,51.66
1783168944.783,1051395,16.00,51.66
1783168945.784,1051395,16.00,51.66
1783168946.785,1051395,17.00,51.66
1783168947.785,1051395,14.00,51.66
1783168948.786,1051395,17.00,51.66
1783168949.787,1051395,16.00,51.66
1783168950.787,1051395,15.00,51.66
