unix_ts,pid,cpu_percent,rss_mb
1783024802.611,594505,0.00,54.27
1783024803.612,594505,70.90,56.83
1783024804.612,594505,97.90,58.73
1783024805.613,594505,99.90,61.15
1783024806.614,594505,100.90,61.80
1783024807.614,594505,99.90,62.58
1783024808.615,594505,99.90,63.03
1783024809.616,594505,99.90,63.62
1783024810.617,594505,99.90,64.34
1783024811.617,594505,99.90,64.67
1783024812.618,594505,99.90,65.10
1783024813.618,594505,99.90,65.41
1783024814.619,594505,100.90,65.57
1783024815.620,594505,98.90,65.89
1783024816.620,594505,101.00,66.41
1783024817.621,594505,99.90,66.44
1783024818.621,594505,99.90,66.66
1783024819.622,594505,99.90,67.05
1783024820.622,594505,98.90,67.34
1783024821.623,594505,101.00,67.74
1783024822.624,594505,99.90,67.82
1783024823.624,594505,98.90,68.20
1783024824.625,594505,100.90,68.36
1783024825.626,594505,98.90,68.55
1783024826.627,594505,99.90,68.76
1783024827.627,594505,99.90,69.57
1783024828.628,594505,100.90,69.79
1783024829.629,594505,98.90,69.96
1783024830.629,594505,99.90,70.08
1783024831.630,594505,99.90,70.32
1783024832.631,594505,100.90,71.03
1783024833.631,594505,99.00,71.31
1783024834.632,594505,100.90,71.36
1783024835.633,594505,99.90,71.68
1783024836.633,594505,99.90,71.96
1783024837.634,594505,98.90,72.47
1783024838.635,594505,100.90,72.72
1783024839.636,594505,99.90,72.98
1783024840.636,594505,99.90,73.13
1783024841.637,594505,99.90,73.56
1783024842.638,594505,99.90,73.95
1783024843.639,594505,99.90,74.68
1783024844.639,594505,98.90,74.86
1783024845.640,594505,100.90,75.19
1783024846.641,594505,99.90,75.22
1783024847.642,594505,99.90,76.08
1783024848.642,594505,100.90,76.11
1783024849.643,594505,98.90,76.43
1783024850.644,594505,99.90,76.77
1783024851.644,594505,99.90,76.98
1783024852.645,594505,100.90,77.06
1783024853.646,594505,99.90,77.07
1783024854.646,594505,98.90,77.21
1783024855.648,594505,99.80,77.51
1783024856.649,594505,99.90,78.11
1783024857.649,594505,100.90,78.38
1783024858.653,594505,98.70,79.05
1783024859.653,594505,99.90,79.27
1783024860.654,594505,100.90,79.54
1783024861.655,594505,99.90,79.54
1783024862.656,594505,99.90,79.75
1783024863.656,594505,98.90,80.18
1783024864.657,594505,99.90,80.18
1783024865.658,594505,100.90,80.84
1783024866.658,594505,99.90,81.06
1783024867.659,594505,99.90,82.06
1783024868.660,594505,99.90,82.36
1783024869.661,594505,99.90,82.80
1783024870.661,594505,99.90,82.81
1783024871.662,594505,99.90,82.81
1783024872.663,594505,100.90,83.54
1783024873.664,594505,98.90,83.71
1783024874.665,594505,99.90,83.71
1783024875.665,594505,100.90,84.53
1783024876.666,594505,99.90,84.78
1783024877.667,594505,99.90,85.82
1783024878.668,594505,99.90,86.38
1783024879.669,594505,99.90,86.66
1783024880.669,594505,99.90,86.66
1783024881.670,594505,98.90,86.68
1783024882.671,594505,100.90,86.68
1783024883.672,594505,98.90,87.32
1783024884.673,594505,99.90,87.34
1783024885.674,594505,100.90,87.34
1783024886.674,594505,99.90,87.82
1783024887.675,594505,99.90,87.88
1783024888.676,594505,100.90,89.10
1783024889.677,594505,98.90,90.46
1783024890.678,594505,99.90,90.62
1783024891.679,594505,99.90,90.68
1783024892.680,594505,100.90,90.68
1783024893.681,594505,99.90,90.68
1783024894.682,594505,99.90,90.73
