unix_ts,pid,cpu_percent,rss_mb
1783174212.121,1051395,0.00,55.35
1783174213.122,1051395,13.00,55.38
1783174214.122,1051395,17.00,55.40
1783174215.123,1051395,16.00,55.43
1783174216.124,1051395,16.00,55.46
1783174217.125,1051395,16.00,55.47
1783174218.125,1051395,16.00,55.47
1783174219.126,1051395,16.00,55.47
1783174220.127,1051395,15.00,55.48
1783174221.128,1051395,15.00,55.48
1783174222.128,1051395,16.00,55.50
1783174223.129,1051395,15.00,55.50
1783174224.130,1051395,15.00,55.52
1783174225.131,1051395,15.00,55.54
1783174226.132,1051395,18.00,54.06
1783174227.132,1051395,15.00,54.42
1783174228.133,1051395,16.00,54.89
1783174229.134,1051395,16.00,55.38
1783174230.134,1051395,15.00,55.64
1783174231.135,1051395,15.00,55.67
1783174232.136,1051395,15.00,55.69
1783174233.137,1051395,16.00,55.72
1783174234.138,1051395,15.00,55.73
1783174235.139,1051395,15.00,55.74
1783174236.139,1051395,16.00,55.74
1783174237.140,1051395,17.00,55.75
1783174238.141,1051395,15.00,55.77
1783174239.142,1051395,15.00,55.78
1783174240.142,1051395,16.00,55.79
1783174241.143,1051395,16.00,55.79
1783174242.144,1051395,15.00,55.80
1783174243.144,1051395,16.00,55.82
1783174244.145,1051395,15.00,55.83
1783174245.146,1051395,16.00,55.83
1783174246.147,1051395,16.00,55.83
1783174247.147,1051395,16.00,55.84
1783174248.148,1051395,16.00,55.85
1783174249.149,1051395,16.00,55.85
1783174250.149,1051395,18.00,55.86
1783174251.150,1051395,15.00,55.86
1783174252.151,1051395,16.00,55.86
1783174253.152,1051395,18.00,55.88
1783174254.153,1051395,16.00,55.89
1783174255.154,1051395,17.00,55.89
1783174256.155,1051395,17.00,55.90
1783174257.155,1051395,17.00,55.91
1783174258.156,1051395,15.00,55.91
1783174259.156,1051395,17.00,55.91
1783174260.157,1051395,17.00,55.91
1783174261.157,1051395,16.00,55.91
1783174262.158,1051395,16.00,55.91
1783174263.159,1051395,17.00,55.91
1783174264.159,1051395,16.00,55.91
1783174265.160,1051395,16.00,55.91
1783174266.161,1051395,16.00,55.91
1783174267.162,1051395,16.00,55.91
1783174268.162,1051395,16.00,55.91
1783174269.163,1051395,16.00,55.91
1783174270.164,1051395,16.00,55.91
1783174271.165,1051395,17.00,55.91
1783174272.165,1051395,16.00,55.91
1783174273.166,1051395,15.00,55.91
1783174274.167,1051395,17.00,55.91
1783174275.168,1051395,17.00,55.91
1783174276.169,1051395,14.00,55.91
1783174277.169,1051395,16.00,55.91
1783174278.170,1051395,15.00,55.91
1783174279.170,1051395,16.00,55.91
1783174280.171,1051395,15.00,55.91
1783174281.171,1051395,15.00,55.91
1783174282.172,1051395,15.00,55.91
1783174283.172,1051395,15.00,55.91
1783174284.173,1051395,15.00,55.91
1783174285.173,1051395,15.00,55.91
1783174286.174,1051395,15.00,55.91
1783174287.175,1051395,17.00,55.91
1783174288.175,1051395,15.00,55.91
1783174289.176,1051395,16.00,55.91
1783174290.177,1051395,16.00,55.91
1783174291.178,1051395,17.00,55.91
1783174292.179,1051395,17.00,55.91
1783174293.179,1051395,16.00,55.91
