run_uid,block_id,protocol,caching,access_pattern,entropy,payload_weight,network,density,concurrency,run_index,session_id,ts_start,ts_end,lat_p50,lat_p95,lat_p99,throughput_rps,payload_bytes_med,cache_hit_rate,round_trip_count,error_rate,apq_registrations,cpu_mean,cpu_p95,rss_mean_mb,rss_p95_mb,k6_iterations,dropped_iterations,notes,source_session,page_size,page_latency_med
c5c339dc42d4,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,0,phase2-core-real,1782443574.754,1782443665.63,32.040329,42.15841735,45.63757769,9.999879084462073,688.0,0.3655555555555556,1,0,0,,,,,900,0,,phase2-core-real,0,
72d28652a91b,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,1,phase2-core-real,1782443665.634,1782443756.557,32.267022,42.703595,47.15381,10.008127782184442,685.0,0.3473917869034406,1,0,0,,,,,901,0,,phase2-core-real,0,
81a1066e99bd,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,2,phase2-core-real,1782443756.561,1782443847.468,31.942735,42.660626,46.912493,10.008279619127478,690.0,0.3773584905660377,1,0,0,,,,,901,0,,phase2-core-real,0,
0843635d230e,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,3,phase2-core-real,1782443847.472,1782443938.406,32.560933,43.187955,47.404851,10.00687767549261,690.0,0.3429522752497225,1,0,0,,,,,901,0,,phase2-core-real,0,
ee4d27a5eecb,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,4,phase2-core-real,1782443938.414,1782444029.334,31.8871225,43.23487915,46.75997128,9.99992641165264,687.0,0.3722222222222222,1,0,0,,,,,900,0,,phase2-core-real,0,
9dc1faad8c77,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,5,phase2-core-real,1782444029.339,1782444120.312,31.310162,41.907212,46.836285,10.006349073132322,687.0,0.4084350721420643,1,0,0,,,,,901,0,,phase2-core-real,0,
8963bf6e9b2f,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,6,phase2-core-real,1782444120.318,1782444211.238,32.037512,42.248848,45.768386,10.007684115345528,689.0,0.3817980022197558,1,0,0,,,,,901,0,,phase2-core-real,0,
d658bebbc359,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,7,phase2-core-real,1782444211.244,1782444302.169,32.330352500000004,42.61719515,47.97448131,9.999949814585191,685.0,0.3788888888888889,1,0,0,,,,,900,0,,phase2-core-real,0,
4e4c2a5f2521,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,8,phase2-core-real,1782444302.175,1782444393.121,32.520229,43.18401165,48.82602298999999,9.99985366314148,687.0,0.3222222222222222,1,0,0,,,,,900,0,,phase2-core-real,0,
64973b9fc034,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,9,phase2-core-real,1782444393.128,1782444484.042,32.208767,42.90647445,46.41684329,9.99987381492562,690.0,0.3788888888888889,1,0,0,,,,,900,0,,phase2-core-real,0,
5056bc5dabb7,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,10,phase2-core-real,1782444484.05,1782444574.973,32.731264,43.56325395,48.66143603999999,9.99992623254417,690.0,0.3511111111111111,1,0,0,,,,,900,0,,phase2-core-real,0,
cdfcea07b940,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,11,phase2-core-real,1782444574.983,1782444665.963,31.992058,42.786926,46.361543,10.007570253731028,690.0,0.3806881243063263,1,0,0,,,,,901,0,,phase2-core-real,0,
2984879ec111,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,12,phase2-core-real,1782444665.972,1782444756.891,32.489406,42.0171396,46.87293776,9.999886508176944,685.5,0.36,1,0,0,,,,,900,0,,phase2-core-real,0,
18a39c9502ef,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,13,phase2-core-real,1782444756.901,1782444847.877,31.831344,42.409647,48.021497,10.007212276301424,690.0,0.3973362930077691,1,0,0,,,,,901,0,,phase2-core-real,0,
636547a84d3b,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,14,phase2-core-real,1782444847.887,1782444938.821,31.834048,42.872999,48.908002,10.007900758913843,690.0,0.3784683684794672,1,0,0,,,,,901,0,,phase2-core-real,0,
fd9a0d02c31c,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,15,phase2-core-real,1782444938.831,1782445029.749,32.742631,42.540466,46.693286,10.007595972492584,685.0,0.3274139844617092,1,0,0,,,,,901,0,,phase2-core-real,0,
b4f212f2f2cd,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,16,phase2-core-real,1782445029.759,1782445120.735,32.092572,42.849769,46.681463,10.006053565344985,685.0,0.3584905660377358,1,0,0,,,,,901,0,,phase2-core-real,0,
4e4f034b5c7f,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,17,phase2-core-real,1782445120.746,1782445211.66,31.53463,42.41636,46.88650304,9.999894154009237,690.0,0.3777777777777777,1,0,0,,,,,900,0,,phase2-core-real,0,
c62be452f3e2,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,18,phase2-core-real,1782445211.672,1782445302.547,31.7608,42.7264492,47.96426942,9.999901307640696,686.0,0.4044444444444444,1,0,0,,,,,900,0,,phase2-core-real,0,
c219e439a727,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,19,phase2-core-real,1782445302.559,1782445393.484,31.747377,43.169238,47.675472,10.006084842343446,690.0,0.3740288568257491,1,0,0,,,,,901,0,,phase2-core-real,0,
774cfeb0cd13,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,20,phase2-core-real,1782445393.497,1782445484.417,31.777629,41.734573,45.849303,10.00766776152238,690.0,0.3817980022197558,1,0,0,,,,,901,0,,phase2-core-real,0,
a78360117e95,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,21,phase2-core-real,1782445484.43,1782445575.3,31.9488605,42.4522079,45.66947161,9.99985140187484,687.0,0.3644444444444444,1,0,0,,,,,900,0,,phase2-core-real,0,
2529ba1671cb,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,22,phase2-core-real,1782445575.314,1782445666.222,31.907949,42.63271305,47.21666948999999,9.999934142878164,690.0,0.3822222222222222,1,0,0,,,,,900,0,,phase2-core-real,0,
f0aaf0d33ab9,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,23,phase2-core-real,1782445666.236,1782445757.153,32.489042,42.453428,46.810495,10.007409009362275,686.0,0.3740288568257491,1,0,0,,,,,901,0,,phase2-core-real,0,
e3a51c4dc4ca,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,24,phase2-core-real,1782445757.168,1782445848.08,31.760539,42.682742,47.637562,10.006924856306997,686.0,0.3618201997780244,1,0,0,,,,,901,0,,phase2-core-real,0,
5b14e1565c28,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,25,phase2-core-real,1782445848.095,1782445939.051,32.381127,42.897692,49.547334,10.006153444092266,690.0,0.3629300776914539,1,0,0,,,,,901,0,,phase2-core-real,0,
b120f32c5a09,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,26,phase2-core-real,1782445939.067,1782446029.984,32.036737,42.79997515,46.94983205,9.999854031130722,686.5,0.3677777777777777,1,0,0,,,,,900,0,,phase2-core-real,0,
f92b9c976021,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,27,phase2-core-real,1782446030.0,1782446120.915,32.4418845,41.940480650000005,45.5540196,9.999886444400612,686.0,0.3677777777777777,1,0,0,,,,,900,0,,phase2-core-real,0,
9a15d8c4bbf1,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,28,phase2-core-real,1782446120.932,1782446211.857,31.906907,42.477082,47.854225,10.007178984601955,689.0,0.3762486126526082,1,0,0,,,,,901,0,,phase2-core-real,0,
33d2147cffe0,B0015,graphql,on,zipfian,medium,heavy,constrained,medium,10,29,phase2-core-real,1782446211.874,1782446302.779,31.704764,42.06385925,46.2293847,9.999905020679892,688.0,0.3722222222222222,1,0,0,,,,,900,0,,phase2-core-real,0,
e13db1dc2910,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,0,phase2-core-real,1782446399.89,1782446490.857,29.151869,37.55561,40.807488,10.007311902641032,763.0,0.0233074361820199,1,0,0,,,,,901,0,,phase2-core-real,0,
959a020fc44a,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,1,phase2-core-real,1782446490.86,1782446581.789,29.305098,37.002292,40.717255,10.007839947545072,653.0,0.0321864594894561,1,0,0,,,,,901,0,,phase2-core-real,0,
c0b7fefcbc10,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,2,phase2-core-real,1782446581.792,1782446672.681,28.9973215,37.7405707,40.29938382,9.999884868325545,769.0,0.0222222222222222,1,0,0,,,,,900,0,,phase2-core-real,0,
6484c331b137,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,3,phase2-core-real,1782446672.686,1782446763.67,29.157233,36.965987,40.356016,10.00847107560994,660.0,0.0244173140954495,1,0,0,,,,,901,0,,phase2-core-real,0,
08f9c65ff707,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,4,phase2-core-real,1782446763.675,1782446854.566,29.0233965,37.2469371,40.57163914,9.99989958289726,648.5,0.0222222222222222,1,0,0,,,,,900,0,,phase2-core-real,0,
a9a12ebc1c06,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,5,phase2-core-real,1782446854.572,1782446945.517,28.572513,37.466552,40.632068,10.0076355971512,652.0,0.0244173140954495,1,0,0,,,,,901,0,,phase2-core-real,0,
812820ffbb15,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,6,phase2-core-real,1782446945.523,1782447036.411,28.95193,36.83898215,40.35111203,9.999854050685707,649.0,0.0211111111111111,1,0,0,,,,,900,0,,phase2-core-real,0,
6251735a884d,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,7,phase2-core-real,1782447036.417,1782447127.309,29.532461,37.09440225,40.11623504999999,9.999938593710407,758.5,0.0211111111111111,1,0,0,,,,,900,0,,phase2-core-real,0,
375a0a6a9328,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,8,phase2-core-real,1782447127.316,1782447218.241,29.023528,37.597349,41.528274,10.00737568767672,767.0,0.0233074361820199,1,0,0,,,,,901,0,,phase2-core-real,0,
73daa43e5305,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,9,phase2-core-real,1782447218.248,1782447309.119,29.0541875,37.47939945,40.31772818,9.999947059169164,766.5,0.0188888888888888,1,0,0,,,,,900,0,,phase2-core-real,0,
776cdef31aa1,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,10,phase2-core-real,1782447309.127,1782447400.042,28.988311,37.021879,39.352239,10.008585794452763,653.0,0.0166481687014428,1,0,0,,,,,901,0,,phase2-core-real,0,
63a639decfb4,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,11,phase2-core-real,1782447400.05,1782447490.977,28.852442,37.1194605,40.37973452999999,9.999935838300564,647.5,0.0166666666666666,1,0,0,,,,,900,0,,phase2-core-real,0,
2759f5f3ab6e,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,12,phase2-core-real,1782447490.985,1782447581.916,29.064602,37.17843,39.520471,10.007238065803037,665.0,0.025527192008879,1,0,0,,,,,901,0,,phase2-core-real,0,
f924b7bd91f8,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,13,phase2-core-real,1782447581.925,1782447672.823,29.21225,37.9522556,40.7647933,9.999911504560927,658.0,0.0322222222222222,1,0,0,,,,,900,0,,phase2-core-real,0,
95ad7cc5b625,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,14,phase2-core-real,1782447672.833,1782447763.737,29.270058,37.398194,40.002729,10.006996311726356,646.0,0.0188679245283018,1,0,0,,,,,901,0,,phase2-core-real,0,
c71607e6e2be,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,15,phase2-core-real,1782447763.748,1782447854.67,28.891487,37.082025,39.830048,10.007523011475488,759.0,0.027746947835738,1,0,0,,,,,901,0,,phase2-core-real,0,
9872c17de5e8,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,16,phase2-core-real,1782447854.682,1782447945.627,29.052153,37.012942,41.03321,10.007224052773394,651.0,0.027746947835738,1,0,0,,,,,901,0,,phase2-core-real,0,
0fc5f38251f7,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,17,phase2-core-real,1782447945.638,1782448036.524,29.288103,37.922585,41.122708,10.008604138598228,649.0,0.0188679245283018,1,0,0,,,,,901,0,,phase2-core-real,0,
659cd9b0d97f,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,18,phase2-core-real,1782448036.536,1782448127.472,28.692803,36.975231,39.976444,10.0082389515897,650.0,0.0221975582685904,1,0,0,,,,,901,0,,phase2-core-real,0,
5e339b90009e,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,19,phase2-core-real,1782448127.484,1782448218.407,28.94886,37.24751875,40.79518733,9.999938093272135,645.5,0.0255555555555555,1,0,0,,,,,900,0,,phase2-core-real,0,
ac2ee5d874a6,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,20,phase2-core-real,1782448218.421,1782448309.342,29.058471,37.544838,40.422361,10.008361096718351,656.0,0.0144284128745837,1,0,0,,,,,901,0,,phase2-core-real,0,
a74f25dd3970,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,21,phase2-core-real,1782448309.356,1782448400.284,29.042261,37.283273,41.680787,10.008540932145312,652.0,0.0266370699223085,1,0,0,,,,,901,0,,phase2-core-real,0,
ad2abd9cb8bc,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,22,phase2-core-real,1782448400.298,1782448491.169,28.802769,36.9132235,39.9514639,9.999887397934604,648.5,0.0266666666666666,1,0,0,,,,,900,0,,phase2-core-real,0,
0f2bf4814344,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,23,phase2-core-real,1782448491.183,1782448582.115,28.95943,37.3441236,40.34406072,9.999899786782056,656.5,0.0255555555555555,1,0,0,,,,,900,0,,phase2-core-real,0,
a80e40b75add,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,24,phase2-core-real,1782448582.13,1782448673.056,29.1590465,37.10184135,40.19282187,9.99992869484178,647.0,0.0288888888888888,1,0,0,,,,,900,0,,phase2-core-real,0,
2bca46ce514d,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,25,phase2-core-real,1782448673.071,1782448764.02,28.667512,37.1088919,40.6275066,9.99990479935077,645.0,0.0322222222222222,1,0,0,,,,,900,0,,phase2-core-real,0,
293719fff9ae,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,26,phase2-core-real,1782448764.035,1782448854.967,28.5081,36.475722,41.884307,10.007629852320456,652.0,0.0233074361820199,1,0,0,,,,,901,0,,phase2-core-real,0,
89ab2c26ae15,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,27,phase2-core-real,1782448854.983,1782448945.931,28.901532,36.940621,40.757045,10.007589613123969,662.0,0.0266370699223085,1,0,0,,,,,901,0,,phase2-core-real,0,
5be10388e0ce,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,28,phase2-core-real,1782448945.948,1782449036.878,29.001722,37.871317,40.70241,10.008630569886533,651.0,0.0266370699223085,1,0,0,,,,,901,0,,phase2-core-real,0,
4dcec474fbc0,B0005,rest,on,uniform,medium,heavy,constrained,medium,10,29,phase2-core-real,1782449036.895,1782449127.765,29.0374275,36.77512545,40.36337828,9.999893885792702,652.0,0.0244444444444444,1,0,0,,,,,900,0,,phase2-core-real,0,
78783d55400a,B0018,graphql,off,unique,medium,light,constrained,medium,10,0,phase2-core-real,1782449230.238,1782449321.088,34.103204,43.41836945,47.6613516,9.99993527219675,730.5,,1,0,0,,,,,900,0,,phase2-core-real,0,
e89a3dabfcde,B0018,graphql,off,unique,medium,light,constrained,medium,10,1,phase2-core-real,1782449321.092,1782449411.987,34.793271,43.278161,49.497093,10.007135546017766,813.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
c7cb3813c1c9,B0018,graphql,off,unique,medium,light,constrained,medium,10,2,phase2-core-real,1782449411.99,1782449502.883,34.623884,44.091256,49.195516,10.008225531741624,1948.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
887a21797b42,B0018,graphql,off,unique,medium,light,constrained,medium,10,3,phase2-core-real,1782449502.887,1782449593.795,33.991228,42.880025,48.425921,10.006801172173017,699.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
3dc8043b0272,B0018,graphql,off,unique,medium,light,constrained,medium,10,4,phase2-core-real,1782449593.8,1782449684.68,35.326111,43.858051,48.934029,10.00772377994138,2212.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
1e205c92097f,B0018,graphql,off,unique,medium,light,constrained,medium,10,5,phase2-core-real,1782449684.687,1782449775.523,33.709385999999995,42.423017,47.44538708,9.999852704836286,599.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
c4cfc264f125,B0018,graphql,off,unique,medium,light,constrained,medium,10,6,phase2-core-real,1782449775.529,1782449866.404,34.542566,44.144579,48.957901,10.007729528992863,1761.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
26e7fd37e4fb,B0018,graphql,off,unique,medium,light,constrained,medium,10,7,phase2-core-real,1782449866.41,1782449957.296,34.453357,43.562504,47.781427,10.008523838306475,1355.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
9f27c0db9479,B0018,graphql,off,unique,medium,light,constrained,medium,10,8,phase2-core-real,1782449957.303,1782450048.242,34.338748,43.652333,49.132489,10.00738955941238,703.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
c05254ec444d,B0018,graphql,off,unique,medium,light,constrained,medium,10,9,phase2-core-real,1782450048.249,1782450139.145,34.429841,44.141149,48.834523,10.006564485554412,2102.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
071613f1fe37,B0018,graphql,off,unique,medium,light,constrained,medium,10,10,phase2-core-real,1782450139.153,1782450230.045,33.813514,43.347895,47.789375,10.006459025034395,713.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
e3ee3438c281,B0018,graphql,off,unique,medium,light,constrained,medium,10,11,phase2-core-real,1782450230.053,1782450320.899,34.956761,43.664968550000005,48.33356287,9.999899213904682,2106.5,,1,0,0,,,,,900,0,,phase2-core-real,0,
b4bc1f792e03,B0018,graphql,off,unique,medium,light,constrained,medium,10,12,phase2-core-real,1782450320.908,1782450411.821,33.488544,42.363257,46.382313,10.007458591876484,652.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
dcf323b42643,B0018,graphql,off,unique,medium,light,constrained,medium,10,13,phase2-core-real,1782450411.831,1782450502.683,34.4649835,44.60817365,48.75356892999999,9.999866216567602,1241.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
331bc4ee9f77,B0018,graphql,off,unique,medium,light,constrained,medium,10,14,phase2-core-real,1782450502.693,1782450593.574,34.541526,43.735271,48.152622,10.006404039613091,1659.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
398b5c094357,B0018,graphql,off,unique,medium,light,constrained,medium,10,15,phase2-core-real,1782450593.584,1782450684.443,33.752219,42.8004546,48.38414254,9.999961819034668,702.5,,1,0,0,,,,,900,0,,phase2-core-real,0,
eefde3c8e9a6,B0018,graphql,off,unique,medium,light,constrained,medium,10,16,phase2-core-real,1782450684.454,1782450775.353,35.00698800000001,44.0832561,47.83064259999999,9.999842365929334,2026.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
436d50010acb,B0018,graphql,off,unique,medium,light,constrained,medium,10,17,phase2-core-real,1782450775.365,1782450866.223,33.9508105,43.10411065,48.14508019,9.999870284127088,661.5,,1,0,0,,,,,900,0,,phase2-core-real,0,
401e370047e4,B0018,graphql,off,unique,medium,light,constrained,medium,10,18,phase2-core-real,1782450866.235,1782450957.141,34.955282,43.893992,48.552319,10.007534462660892,2100.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
adfb491f292d,B0018,graphql,off,unique,medium,light,constrained,medium,10,19,phase2-core-real,1782450957.153,1782451048.01,34.0386025,43.54903044999999,48.18297879,9.999906716759073,815.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
71ab91774c3e,B0018,graphql,off,unique,medium,light,constrained,medium,10,20,phase2-core-real,1782451048.023,1782451138.875,34.452019,42.75606595,46.30087971,9.999887134940534,781.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
e80212c1230c,B0018,graphql,off,unique,medium,light,constrained,medium,10,21,phase2-core-real,1782451138.888,1782451229.786,34.424032,43.656391,48.923109,10.007164360207604,2064.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
06b0304c4b47,B0018,graphql,off,unique,medium,light,constrained,medium,10,22,phase2-core-real,1782451229.8,1782451320.649,34.267697,43.05165855,48.14227366,9.999866545558811,707.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
d569a779203a,B0018,graphql,off,unique,medium,light,constrained,medium,10,23,phase2-core-real,1782451320.663,1782451411.557,34.908671,44.213402,50.970993,10.006141938393675,2114.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
13d7dac12223,B0018,graphql,off,unique,medium,light,constrained,medium,10,24,phase2-core-real,1782451411.571,1782451502.476,33.676264,42.866734,48.741879,10.006424719724713,654.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
cc106d8c58be,B0018,graphql,off,unique,medium,light,constrained,medium,10,25,phase2-core-real,1782451502.491,1782451593.381,34.626627,44.115976,52.005483,10.007266976504988,1838.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
63c5ca5baff7,B0018,graphql,off,unique,medium,light,constrained,medium,10,26,phase2-core-real,1782451593.397,1782451684.243,33.9112835,43.45361685,47.47011617,9.99985231584776,1480.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
4f638b7ffea7,B0018,graphql,off,unique,medium,light,constrained,medium,10,27,phase2-core-real,1782451684.26,1782451775.11,34.069057,43.9290905,49.63848307999999,9.999927232751734,704.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
a28b2f4c22db,B0018,graphql,off,unique,medium,light,constrained,medium,10,28,phase2-core-real,1782451775.127,1782451866.014,34.907201,44.213638,50.43688,10.006969300791464,2117.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
48c3bcfc78d7,B0018,graphql,off,unique,medium,light,constrained,medium,10,29,phase2-core-real,1782451866.031,1782451956.884,33.759729500000006,42.55126555,46.40586698,9.9999011644213,702.5,,1,0,0,,,,,900,0,,phase2-core-real,0,
fe8ad7149541,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,0,phase2-core-real,1782452047.828,1782452138.77,34.086051,42.871621,46.851644,10.007178041073429,500.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
676a05c23526,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,1,phase2-core-real,1782452138.773,1782452229.676,33.7777165,42.45156454999999,47.35048489,9.99992444212646,599.5,,1,0,0,,,,,900,0,,phase2-core-real,0,
04bf83e30856,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,2,phase2-core-real,1782452229.683,1782452320.592,33.673056,42.49793729999999,46.070107,9.999937052062911,496.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
624da6115d33,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,3,phase2-core-real,1782452320.596,1782452411.546,33.436468,42.257949,47.900927,10.007747904903852,499.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
6fe3043367b0,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,4,phase2-core-real,1782452411.551,1782452502.46,33.424401,42.50939329999999,47.16482679999997,9.999949312479147,494.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
0418533828d0,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,5,phase2-core-real,1782452502.465,1782452593.375,33.957961,43.25175,49.14819,10.00739358700245,501.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
115b87e5981b,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,6,phase2-core-real,1782452593.381,1782452684.342,33.546125,42.600809,46.607918,10.00651448381739,497.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
d92bef685c7b,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,7,phase2-core-real,1782452684.348,1782452775.255,34.234694,43.348407,49.680003,10.007968838745429,600.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
a357964ac1d5,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,8,phase2-core-real,1782452775.262,1782452866.152,34.043176,42.4669561,46.51511081999998,9.99984192527658,506.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
08b0f3cbce0a,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,9,phase2-core-real,1782452866.164,1782452957.12,33.958597,42.570094,48.107846,10.007254798017597,499.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
ba9cae423501,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,10,phase2-core-real,1782452957.128,1782453048.092,33.963948,42.334028,46.320285,10.006907856456364,594.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
579a7e3b01f5,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,11,phase2-core-real,1782453048.101,1782453139.007,33.8759955,42.62046294999999,46.83885281,9.999847709208174,603.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
00231a8247fd,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,12,phase2-core-real,1782453139.016,1782453229.92,33.755457,42.54584745,47.31258527999999,9.999842085604849,597.5,,1,0,0,,,,,900,0,,phase2-core-real,0,
16618afe4efc,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,13,phase2-core-real,1782453229.929,1782453320.836,33.910762,42.833428,47.362685,10.006889893961937,604.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
a4fe1f9a165e,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,14,phase2-core-real,1782453320.847,1782453411.753,34.103866,43.33472199999999,48.20107329,9.99984066587211,496.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
fda2e1668cae,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,15,phase2-core-real,1782453411.764,1782453502.721,34.073952,42.53449,47.694875,10.006705463233052,504.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
ee751b35e36d,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,16,phase2-core-real,1782453502.732,1782453593.635,34.2118165,43.2861065,48.0248886,9.999912864870373,500.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
e28a0b7152a0,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,17,phase2-core-real,1782453593.646,1782453684.537,34.258042,42.575602,48.303063,10.008157497776674,500.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
b66281e38299,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,18,phase2-core-real,1782453684.548,1782453775.496,33.969143,42.407152,47.758465,10.006513816689374,498.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
5e2cff9fe085,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,19,phase2-core-real,1782453775.508,1782453866.46,33.603626,42.630472,46.491242,10.006957206051863,498.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
e30a645c455f,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,20,phase2-core-real,1782453866.474,1782453957.361,33.798849000000004,42.31376745,46.5558333,9.999871251546526,500.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
f12633ea338a,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,21,phase2-core-real,1782453957.375,1782454048.282,34.111469,42.5876409,47.58733948,9.999901399972206,498.0,,1,0,0,,,,,900,0,,phase2-core-real,0,
82a9bcfa8cf8,B0023,graphql,off,uniform,medium,heavy,constrained,medium,10,22,phase2-core-real,1782454048.296,1782454139.245,33.245447,43.363798,48.129485,10.00680770758399,499.0,,1,0,0,,,,,901,0,,phase2-core-real,0,
