scenario,tier,rate_label,metric,family,group_a,group_b,overload_saturates,n1,n2,u_stat,p_value,a12,cliffs_delta,magnitude,rest_median,graphql_median,p_value_holm
M2,high,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.9179510209131328e-11,0.0,-1.0,large,49.69,59.82,2.806108344579513e-10
M2,high,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,2.5937977799496456e-11,0.0,-1.0,large,56.18,60.39,2.827648525417312e-10
M2,low,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,2.1821400419281757e-11,0.0,-1.0,large,50.14,58.12972222222223,2.827648525417312e-10
M2,low,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.182431285623656e-12,0.0,-1.0,large,51.31120085470086,61.23,3.109994336820573e-11
M2,medium,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,2.7166645600250003e-11,0.0,-1.0,large,49.65,59.77,2.827648525417312e-10
M2,medium,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.243785265684623e-11,0.0,-1.0,large,54.85307692307693,90.73,2.487570531369246e-10
M3,high,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,900.0,2.610762259240946e-13,1.0,1.0,large,60.34,60.14,9.137667907343312e-12
M3,high,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,6.08751758023531e-12,0.0,-1.0,large,52.4,60.93,1.3392538676517682e-10
M3,low,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,4.1617062266768634e-14,0.0,-1.0,large,61.67,84.71,1.4982142416036708e-12
M3,low,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,2.7012347649744355e-11,0.0,-1.0,large,48.77,59.25115384615385,2.827648525417312e-10
M3,medium,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,3.20337969531716e-13,0.0,-1.0,large,54.1,60.0,1.0891490964078343e-11
M3,medium,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,900.0,6.878669159288522e-12,1.0,1.0,large,61.45,60.8,1.4445205234505896e-10
M4,high,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.591331959917232e-11,0.0,-1.0,large,52.40622222222222,59.81,2.806108344579513e-10
M4,high,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,7.903099741797969e-13,0.0,-1.0,large,56.01,84.71,2.4499609199573705e-11
M4,low,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.15184975437799e-12,0.0,-1.0,large,50.21,58.12488888888889,3.109994336820573e-11
M4,low,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.759200335298069e-11,0.0,-1.0,large,55.013021978021975,60.3,2.806108344579513e-10
M4,medium,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,2.7897394248755602e-11,0.0,-1.0,large,49.05,59.7,2.827648525417312e-10
M4,medium,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,8.354634126291294e-13,0.0,-1.0,large,56.5210989010989,90.73,2.5063902378873884e-11
M5,w2,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.1537394998892662e-12,0.0,-1.0,large,51.426813186813185,61.12,3.109994336820573e-11
M5,w2,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,2.2680818782438853e-11,0.0,-1.0,large,55.56895604395604,60.31,2.827648525417312e-10
M5,w23,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,2.514193859570389e-11,0.0,-1.0,large,51.84,59.65,2.827648525417312e-10
M5,w23,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,2.562661823777749e-11,0.0,-1.0,large,53.94978021978022,60.48,2.827648525417312e-10
M5,w8,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,900.0,4.741907205021469e-13,1.0,1.0,large,60.87,60.67,1.564829377657085e-11
M5,w8,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,870.0,2.2907531209651803e-10,0.9666666666666667,0.9333333333333333,large,61.04093406593407,60.38,9.163012483860721e-10
M6,k1,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.3458996216041307e-11,0.0,-1.0,large,49.02,59.95,2.5572092810478485e-10
M6,k1,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.1863062247097352e-12,0.0,-1.0,large,51.62,60.58,3.109994336820573e-11
M6,k10,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.0785615344726436e-12,0.0,-1.0,large,55.34,59.7,3.046366100074024e-11
M6,k10,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,840.0,5.191643090079883e-09,0.9333333333333333,0.8666666666666667,large,63.3173253968254,60.06,5.191643090079883e-09
M6,k5,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,5.82759676990849e-13,0.0,-1.0,large,52.02,60.8,1.8648309663707168e-11
M6,k5,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.5589490803219518e-11,0.0,-1.0,large,53.53643956043956,60.36,2.806108344579513e-10
M1,high,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,0.0,3.0141849228072565e-11,0.0,-1.0,large,55.57087912087913,91.23191539115646,3.0571106526665207e-10
M1,low,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,0.0,2.77919150242411e-11,0.0,-1.0,large,52.32987423687424,59.21,3.0571106526665207e-10
M1,medium,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,0.0,2.9915843138518686e-11,0.0,-1.0,large,55.53,61.010999999999996,3.0571106526665207e-10
M2,high,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,30.0,4.0490762499028514e-10,0.03333333333333333,-0.9333333333333333,large,56.581500000000005,61.115439560439555,1.6196304999611406e-09
M2,low,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,0.0,2.8358705608852014e-11,0.0,-1.0,large,51.44516483516483,59.37,3.0571106526665207e-10
M2,medium,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,0.0,2.2233000582175435e-11,0.0,-1.0,large,56.05,61.04,2.667960069861052e-10
M3,high,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,150.0,5.5950863902529156e-06,0.16666666666666666,-0.6666666666666667,large,55.26649592343141,61.15,1.6785259170758747e-05
M3,low,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,0.0,2.8628002515447326e-11,0.0,-1.0,large,51.19989010989011,59.50791208791209,3.0571106526665207e-10
M3,medium,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,270.0,0.005114482691993835,0.3,-0.4,medium,57.106263736263735,61.23,0.005114482691993835
M4,high,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,750.0,7.785403018165455e-06,0.8333333333333334,0.6666666666666667,large,79.56659340659341,61.09,1.6785259170758747e-05
M4,low,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,0.0,2.8936025137569305e-11,0.0,-1.0,large,50.34038888888889,59.33,3.0571106526665207e-10
M4,medium,r120_overload,rss_mean_mb,overload_image,rest,graphql,graphql,30,30,0.0,2.7915009594453793e-11,0.0,-1.0,large,53.90149511599512,61.07,3.0571106526665207e-10
M6,k1,r120_overload,rss_mean_mb,overload_page,rest,graphql,rest,30,30,150.0,3.372889041501062e-06,0.16666666666666666,-0.6666666666666667,large,59.04,60.86,3.372889041501062e-06
M6,k10,r120_overload,rss_mean_mb,overload_page,rest,graphql,rest,30,30,900.0,1.9558095152782195e-11,1.0,1.0,large,177.31704081632654,60.73769230769231,3.911619030556439e-11
M6,k5,r120_overload,rss_mean_mb,overload_page,rest,graphql,rest,30,30,0.0,5.203869821751052e-12,0.0,-1.0,large,58.68857142857143,60.88,1.5611609465253154e-11
M5,w2,r120_overload,rss_mean_mb,overload_track,rest,graphql,graphql,30,30,570.0,0.07711159426198025,0.6333333333333333,0.2666666666666666,small,61.8282967032967,60.83,0.07711159426198025
M5,w23,r120_overload,rss_mean_mb,overload_track,rest,graphql,graphql,30,30,0.0,2.7477657229468842e-11,0.0,-1.0,large,59.36395054945055,83.57010416666665,5.4955314458937685e-11
M5,w8,r120_overload,rss_mean_mb,overload_track,rest,graphql,graphql,30,30,900.0,1.7545829562641974e-11,1.0,1.0,large,63.426098901098904,61.2,5.263748868792592e-11
M5,w2,r40,page_latency_med,sub_saturation,rest,graphql,,30,30,592.0,0.036438855913451085,0.6577777777777778,0.3155555555555556,small,14.795497000000001,14.7318035,0.036438855913451085
M5,w2,r80,page_latency_med,sub_saturation,rest,graphql,,30,30,83.0,6.010385631570395e-08,0.09222222222222219,-0.8155555555555556,large,14.517241250000001,14.638926,1.202077126314079e-07
M5,w23,r40,page_latency_med,sub_saturation,rest,graphql,,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,15.67212,20.072149500000002,3.6238312309945887e-10
M5,w23,r80,page_latency_med,sub_saturation,rest,graphql,,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,15.02773,20.1347105,3.6238312309945887e-10
M5,w8,r40,page_latency_med,sub_saturation,rest,graphql,,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,15.1393255,16.2281905,3.6238312309945887e-10
M5,w8,r80,page_latency_med,sub_saturation,rest,graphql,,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,14.720850500000001,16.05710475,3.6238312309945887e-10
M6,k1,r40,page_latency_med,sub_saturation,rest,graphql,,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.745614,14.3253125,3.6238312309945887e-10
M6,k1,r80,page_latency_med,sub_saturation,rest,graphql,,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.6279965,14.1923925,3.6238312309945887e-10
M6,k10,r40,page_latency_med,sub_saturation,rest,graphql,,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,75.12752599999999,19.860249500000002,3.6238312309945887e-10
M6,k10,r80,page_latency_med,sub_saturation,rest,graphql,,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,80.31021750000001,19.776083749999998,3.6238312309945887e-10
M6,k5,r40,page_latency_med,sub_saturation,rest,graphql,,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,36.573933,16.88294225,3.6238312309945887e-10
M6,k5,r80,page_latency_med,sub_saturation,rest,graphql,,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,37.6819605,16.79474425,3.6238312309945887e-10
M6,k1,r120_overload,page_latency_med,overload_page,rest,graphql,rest,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,7.288065,14.2188865,9.059578077486472e-11
M6,k10,r120_overload,page_latency_med,overload_page,rest,graphql,rest,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,13094.378679499998,20.1434885,9.059578077486472e-11
M6,k5,r120_overload,page_latency_med,overload_page,rest,graphql,rest,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,37.228401,16.71138275,9.059578077486472e-11
M5,w2,r120_overload,page_latency_med,overload_track,rest,graphql,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,14.374414999999999,14.818432000000001,9.059578077486472e-11
M5,w23,r120_overload,page_latency_med,overload_track,rest,graphql,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,15.1175085,5052.458312,9.059578077486472e-11
M5,w8,r120_overload,page_latency_med,overload_track,rest,graphql,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,14.40247175,16.318955000000003,9.059578077486472e-11
