scenario,tier,rate_label,metric,family,group_a,group_b,overload_saturates,n1,n2,u_stat,p_value,a12,cliffs_delta,magnitude,rest_median,graphql_median,p_value_holm
M4,low,r120_overload,throughput_rps,overload_image,rest,graphql,graphql,30,30,725.0,4.942599819037003e-05,0.8055555555555555,0.6111111111111109,large,74.00321347584264,73.99916615616586,0.00019770399276148012
M4,medium,r120_overload,throughput_rps,overload_image,rest,graphql,graphql,30,30,703.0,0.00018916193602108462,0.781111111111111,0.562222222222222,large,74.00309168445008,73.99894332832145,0.0005674858080632538
M6,k1,r120_overload,throughput_rps,overload_page,rest,graphql,rest,30,30,721.0,6.356042543170036e-05,0.801111111111111,0.602222222222222,large,52.005816338577176,52.001351787749215,6.356042543170036e-05
M6,k10,r120_overload,throughput_rps,overload_page,rest,graphql,rest,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,351.5672876962544,51.99759274228563,9.059578077486472e-11
M6,k5,r120_overload,throughput_rps,overload_page,rest,graphql,rest,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,259.94312821838673,51.99942031538996,9.059578077486472e-11
M5,w2,r120_overload,throughput_rps,overload_track,rest,graphql,graphql,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,147.99572306490202,73.99759595382432,9.059578077486472e-11
M5,w23,r120_overload,throughput_rps,overload_track,rest,graphql,graphql,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,147.99506312939369,64.84174591076084,9.059578077486472e-11
M5,w8,r120_overload,throughput_rps,overload_track,rest,graphql,graphql,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,147.99569506499773,73.99554658327529,9.059578077486472e-11
M1,high,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,303.5,0.030777552961831104,0.33722222222222226,-0.3255555555555555,small,7289.0,7442.0,0.15388776480915553
M1,high,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,390.0,0.37863859753037676,0.43333333333333335,-0.1333333333333333,negligible,7437.0,7455.0,1.0
M1,low,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,428.0,447.0,
M1,low,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,428.0,447.0,
M1,medium,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,376.0,0.27652091144983526,0.41777777777777786,-0.16444444444444428,small,3509.0,3452.0,1.0
M1,medium,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,231.0,0.0012263131987908435,0.25666666666666665,-0.4866666666666667,large,3502.0,3520.0,0.007357879192745061
M2,high,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,437.5,0.8591374300753007,0.48611111111111105,-0.0277777777777779,negligible,2759.5,2772.0,1.0
M2,high,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,456.5,0.9292572673432354,0.5072222222222221,0.01444444444444426,negligible,2758.5,2759.0,1.0
M2,low,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,234.0,253.0,
M2,low,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,234.0,253.0,
M2,medium,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,215.0,0.0005149843264663789,0.23888888888888893,-0.5222222222222221,large,1320.75,1369.25,0.0036048902852646525
M2,medium,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,192.0,0.00013533311535761445,0.2133333333333333,-0.5733333333333335,large,1350.0,1369.0,0.0010826649228609156
M3,high,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,187.0,0.00010248277744178765,0.2077777777777778,-0.5844444444444443,large,2155.0,2172.0,0.0009223449969760889
M3,high,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,155.0,1.2940557186675025e-05,0.17222222222222225,-0.6555555555555554,large,2153.0,2173.0,0.00012940557186675024
M3,low,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,6.69035189719993e-12,0.0,-1.0,large,328.5,348.0,8.69745746635991e-11
M3,low,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,5.162383796077741e-12,0.0,-1.0,large,329.0,348.0,7.227337314508837e-11
M3,medium,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,84.0,5.238480908447317e-08,0.09333333333333335,-0.8133333333333332,large,431.0,450.0,5.762328999292049e-07
M3,medium,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,30.0,2.957836300212275e-10,0.03333333333333333,-0.9333333333333333,large,431.0,450.5,3.5494035602547298e-09
M4,high,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,211.0,224.0,
M4,high,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,211.0,224.0,
M4,low,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,59.0,72.0,
M4,low,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,59.0,72.0,
M4,medium,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,135.0,148.0,
M4,medium,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,135.0,148.0,
M5,w2,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,2.52631658346983e-12,0.0,-1.0,large,129.0,787.0,4.042106533551728e-11
M5,w2,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,3.504853770338539e-13,0.0,-1.0,large,129.0,787.0,8.411649048812494e-12
M5,w23,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,1.175678240901417e-12,0.0,-1.0,large,907.0,5996.5,2.49503550915594e-11
M5,w23,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,1.175678240901417e-12,0.0,-1.0,large,907.0,5996.0,2.49503550915594e-11
M5,w8,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,3.972935169974471e-12,0.0,-1.0,large,129.0,2200.0,5.959402754961707e-11
M5,w8,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,1.1119049085438845e-12,0.0,-1.0,large,129.0,2198.0,2.49503550915594e-11
M6,k1,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,517.0,539.0,
M6,k1,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,,,0.0,-1.0,degenerate_constant,517.0,539.0,
M6,k10,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,1.1680040748357487e-12,0.0,-1.0,large,517.0,4977.0,2.49503550915594e-11
M6,k10,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,1.0847980474591044e-12,0.0,-1.0,large,517.0,4976.0,2.49503550915594e-11
M6,k5,r40,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,1.0910678391170637e-12,0.0,-1.0,large,517.0,2507.5,2.49503550915594e-11
M6,k5,r80,payload_bytes_med,sub_saturation,rest,graphql,,30,30,0.0,1.109166351256473e-12,0.0,-1.0,large,517.0,2507.0,2.49503550915594e-11
M1,high,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,449.0,0.9940960950327865,0.4988888888888888,-0.0022222222222223476,negligible,7453.0,7448.5,0.9940960950327865
M1,low,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,,,0.0,-1.0,degenerate_constant,428.0,447.0,
M1,medium,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,305.0,0.03241428999544424,0.3388888888888889,-0.3222222222222222,small,3478.0,3474.0,0.06482857999088848
M2,high,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,249.0,0.002973004909058979,0.27666666666666667,-0.44666666666666666,medium,2744.0,2759.0,0.008919014727176938
M2,low,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,,,0.0,-1.0,degenerate_constant,234.0,253.0,
M2,medium,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,238.0,0.0017215178103975666,0.2644444444444444,-0.47111111111111115,medium,1324.0,1339.5,0.006886071241590267
M3,high,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,108.0,4.152353987425552e-07,0.12000000000000005,-0.7599999999999999,large,2153.0,2174.0,2.076176993712776e-06
M3,low,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,0.0,3.141121923493401e-12,0.0,-1.0,large,329.0,348.0,2.1987853464453805e-11
M3,medium,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,0.0,9.670612086206555e-12,0.0,-1.0,large,431.0,450.0,5.802367251723933e-11
M4,high,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,,,0.0,-1.0,degenerate_constant,211.0,224.0,
M4,low,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,,,0.0,-1.0,degenerate_constant,59.0,72.0,
M4,medium,r120_overload,payload_bytes_med,overload_image,rest,graphql,graphql,30,30,,,0.0,-1.0,degenerate_constant,135.0,148.0,
M6,k1,r120_overload,payload_bytes_med,overload_page,rest,graphql,rest,30,30,,,0.0,-1.0,degenerate_constant,517.0,539.0,
M6,k10,r120_overload,payload_bytes_med,overload_page,rest,graphql,rest,30,30,0.0,1.1055246272842164e-12,0.0,-1.0,large,517.0,4977.0,2.0326161633758507e-12
M6,k5,r120_overload,payload_bytes_med,overload_page,rest,graphql,rest,30,30,0.0,1.0163080816879253e-12,0.0,-1.0,large,517.0,2506.5,2.0326161633758507e-12
M5,w2,r120_overload,payload_bytes_med,overload_track,rest,graphql,graphql,30,30,0.0,3.504853770338539e-13,0.0,-1.0,large,129.0,787.0,1.0514561311015617e-12
M5,w23,r120_overload,payload_bytes_med,overload_track,rest,graphql,graphql,30,30,0.0,1.170876452221095e-12,0.0,-1.0,large,907.0,5994.0,2.34175290444219e-12
M5,w8,r120_overload,payload_bytes_med,overload_track,rest,graphql,graphql,30,30,0.0,1.610183900779988e-12,0.0,-1.0,large,129.0,2200.0,2.34175290444219e-12
M1,high,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M1,high,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M1,low,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M1,low,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M1,medium,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M1,medium,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M2,high,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M2,high,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M2,low,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M2,low,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M2,medium,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M2,medium,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M3,high,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M3,high,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M3,low,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M3,low,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M3,medium,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M3,medium,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M4,high,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M4,high,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M4,low,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M4,low,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M4,medium,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M4,medium,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M5,w2,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,1.0,1.0,degenerate_constant,2.0,1.0,
M5,w2,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,1.0,1.0,degenerate_constant,2.0,1.0,
M5,w23,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,1.0,1.0,degenerate_constant,2.0,1.0,
M5,w23,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,1.0,1.0,degenerate_constant,2.0,1.0,
M5,w8,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,1.0,1.0,degenerate_constant,2.0,1.0,
M5,w8,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,1.0,1.0,degenerate_constant,2.0,1.0,
M6,k1,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M6,k1,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M6,k10,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,1.0,1.0,degenerate_constant,10.0,1.0,
M6,k10,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,1.0,1.0,degenerate_constant,10.0,1.0,
M6,k5,r40,round_trip_count,sub_saturation,rest,graphql,,30,30,,,1.0,1.0,degenerate_constant,5.0,1.0,
M6,k5,r80,round_trip_count,sub_saturation,rest,graphql,,30,30,,,1.0,1.0,degenerate_constant,5.0,1.0,
M1,high,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M1,low,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M1,medium,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M2,high,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M2,low,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M2,medium,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M3,high,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M3,low,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M3,medium,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M4,high,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M4,low,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M4,medium,r120_overload,round_trip_count,overload_image,rest,graphql,graphql,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M6,k1,r120_overload,round_trip_count,overload_page,rest,graphql,rest,30,30,,,0.5,0.0,degenerate_constant,1.0,1.0,
M6,k10,r120_overload,round_trip_count,overload_page,rest,graphql,rest,30,30,,,1.0,1.0,degenerate_constant,10.0,1.0,
M6,k5,r120_overload,round_trip_count,overload_page,rest,graphql,rest,30,30,,,1.0,1.0,degenerate_constant,5.0,1.0,
M5,w2,r120_overload,round_trip_count,overload_track,rest,graphql,graphql,30,30,,,1.0,1.0,degenerate_constant,2.0,1.0,
M5,w23,r120_overload,round_trip_count,overload_track,rest,graphql,graphql,30,30,,,1.0,1.0,degenerate_constant,2.0,1.0,
M5,w8,r120_overload,round_trip_count,overload_track,rest,graphql,graphql,30,30,,,1.0,1.0,degenerate_constant,2.0,1.0,
M1,high,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.016075319890922e-11,0.0,-1.0,large,11.10989010989011,39.756898656898656,1.0729231494184693e-09
M1,high,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.008520215091029e-11,0.0,-1.0,large,17.96153846153846,79.44588522588523,1.0729231494184693e-09
M1,low,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.002865221010998e-11,0.0,-1.0,large,6.122222222222222,20.55799755799756,1.0729231494184693e-09
M1,low,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.002865221010998e-11,0.0,-1.0,large,10.568925518925518,39.06623931623932,1.0729231494184693e-09
M1,medium,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,2.9953403131131725e-11,0.0,-1.0,large,7.5054945054945055,26.489010989010985,1.0729231494184693e-09
M1,medium,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.0179667984904466e-11,0.0,-1.0,large,13.363663003663003,52.21550671550672,1.0729231494184693e-09
M2,high,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,2.9953403131131725e-11,0.0,-1.0,large,9.543956043956044,27.153846153846157,1.0729231494184693e-09
M2,high,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.0122956066832855e-11,0.0,-1.0,large,15.445054945054945,53.95808302808303,1.0729231494184693e-09
M2,low,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.002865221010998e-11,0.0,-1.0,large,6.077228327228327,17.57692307692308,1.0729231494184693e-09
M2,low,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.004749140670014e-11,0.0,-1.0,large,10.121489621489621,34.730769230769226,1.0729231494184693e-09
M2,medium,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.0104073709630884e-11,0.0,-1.0,large,7.077289377289377,20.988394383394386,1.0729231494184693e-09
M2,medium,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.016075319890922e-11,0.0,-1.0,large,12.405494505494506,41.58565323565324,1.0729231494184693e-09
M3,high,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.000982378980083e-11,0.0,-1.0,large,7.412087912087912,25.834188034188035,1.0729231494184693e-09
M3,high,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.0179667984904466e-11,0.0,-1.0,large,12.483516483516485,51.904444444444444,1.0729231494184693e-09
M3,low,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,2.9953403131131725e-11,0.0,-1.0,large,6.1491452991452995,21.55805860805861,1.0729231494184693e-09
M3,low,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,2.98034208171797e-11,0.0,-1.0,large,10.027594627594627,42.70714285714286,1.0729231494184693e-09
M3,medium,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.006634138511715e-11,0.0,-1.0,large,6.472527472527473,23.14010989010989,1.0729231494184693e-09
M3,medium,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.0141849228072565e-11,0.0,-1.0,large,10.659340659340659,44.541452991453,1.0729231494184693e-09
M4,high,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.008520215091029e-11,0.0,-1.0,large,8.204761904761906,17.624297924297927,1.0729231494184693e-09
M4,high,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.002865221010998e-11,0.0,-1.0,large,13.445054945054945,34.78021978021978,1.0729231494184693e-09
M4,low,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.002865221010998e-11,0.0,-1.0,large,5.338888888888889,14.905555555555555,1.0729231494184693e-09
M4,low,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.0104073709630884e-11,0.0,-1.0,large,9.48070818070818,30.13736263736264,1.0729231494184693e-09
M4,medium,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.006634138511715e-11,0.0,-1.0,large,6.552442002442002,16.36446886446886,1.0729231494184693e-09
M4,medium,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.0122956066832855e-11,0.0,-1.0,large,10.923076923076922,31.950305250305252,1.0729231494184693e-09
M5,w2,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.0104073709630884e-11,0.0,-1.0,large,10.132539682539683,24.686813186813186,1.0729231494184693e-09
M5,w2,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.016075319890922e-11,0.0,-1.0,large,19.126373626373628,48.78021978021978,1.0729231494184693e-09
M5,w23,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,12.508241758241759,37.69444444444444,1.0729231494184693e-09
M5,w23,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.0122956066832855e-11,0.0,-1.0,large,22.021978021978025,74.36428571428573,1.0729231494184693e-09
M5,w8,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.0104073709630884e-11,0.0,-1.0,large,11.149145299145298,28.318681318681318,1.0729231494184693e-09
M5,w8,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.0122956066832855e-11,0.0,-1.0,large,20.502319902319904,55.708241758241755,1.0729231494184693e-09
M6,k1,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,2.9878326118129625e-11,0.0,-1.0,large,4.307692307692308,16.40909645909646,1.0729231494184693e-09
M6,k1,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,2.999100614022856e-11,0.0,-1.0,large,8.362637362637363,32.11538461538461,1.0729231494184693e-09
M6,k10,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,900.0,3.0141849228072565e-11,1.0,1.0,large,32.604395604395606,25.668498168498168,1.0729231494184693e-09
M6,k10,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,900.0,3.016075319890922e-11,1.0,1.0,large,61.55818070818071,50.873626373626365,1.0729231494184693e-09
M6,k5,r40,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.006634138511715e-11,0.0,-1.0,large,16.36111111111111,20.785714285714285,1.0729231494184693e-09
M6,k5,r80,cpu_mean,sub_saturation,rest,graphql,,30,30,0.0,3.016075319890922e-11,0.0,-1.0,large,32.45280830280831,40.994505494505496,1.0729231494184693e-09
M1,high,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,0.0,3.0122956066832855e-11,0.0,-1.0,large,26.453052503052504,99.13697664632863,3.6011788547760993e-10
M1,low,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,0.0,3.0122956066832855e-11,0.0,-1.0,large,15.09932844932845,57.71934065934066,3.6011788547760993e-10
M1,medium,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,0.0,3.0179667984904466e-11,0.0,-1.0,large,18.587912087912088,77.3786446886447,3.6011788547760993e-10
M2,high,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,0.0,3.0179667984904466e-11,0.0,-1.0,large,22.74175824175824,79.59835164835165,3.6011788547760993e-10
M2,low,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,0.0,3.0179667984904466e-11,0.0,-1.0,large,14.442002442002442,51.221666666666664,3.6011788547760993e-10
M2,medium,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,0.0,3.0122956066832855e-11,0.0,-1.0,large,17.483516483516482,60.63876068376069,3.6011788547760993e-10
M3,high,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,0.0,3.016075319890922e-11,0.0,-1.0,large,18.269230769230766,76.27333333333334,3.6011788547760993e-10
M3,low,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,0.0,3.0141849228072565e-11,0.0,-1.0,large,14.648351648351648,63.66333333333334,3.6011788547760993e-10
M3,medium,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,0.0,3.016075319890922e-11,0.0,-1.0,large,15.5,66.03351648351648,3.6011788547760993e-10
M4,high,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,30.0,5.563504538612914e-10,0.03333333333333333,-0.9333333333333333,large,18.53846153846154,51.12930402930403,5.563504538612914e-10
M4,low,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,0.0,3.000982378980083e-11,0.0,-1.0,large,12.820482295482297,43.801159951159946,3.6011788547760993e-10
M4,medium,r120_overload,cpu_mean,overload_image,rest,graphql,graphql,30,30,0.0,3.0179667984904466e-11,0.0,-1.0,large,15.532967032967033,48.027356532356535,3.6011788547760993e-10
M6,k1,r120_overload,cpu_mean,overload_page,rest,graphql,rest,30,30,0.0,3.008520215091029e-11,0.0,-1.0,large,11.038583638583638,49.0989010989011,9.025560645273085e-11
M6,k10,r120_overload,cpu_mean,overload_page,rest,graphql,rest,30,30,900.0,3.019859359162157e-11,1.0,1.0,large,167.8837507730365,79.02267399267399,9.025560645273085e-11
M6,k5,r120_overload,cpu_mean,overload_page,rest,graphql,rest,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,48.18626373626374,61.99570207570207,9.025560645273085e-11
M5,w2,r120_overload,cpu_mean,overload_track,rest,graphql,graphql,30,30,0.0,3.0179667984904466e-11,0.0,-1.0,large,27.20274725274725,72.46703296703296,9.05390039547134e-11
M5,w23,r120_overload,cpu_mean,overload_track,rest,graphql,graphql,30,30,0.0,3.0179667984904466e-11,0.0,-1.0,large,32.91208791208791,99.20260416666667,9.05390039547134e-11
M5,w8,r120_overload,cpu_mean,overload_track,rest,graphql,graphql,30,30,0.0,3.019859359162157e-11,0.0,-1.0,large,27.72924297924298,82.32582417582418,9.05390039547134e-11
M1,high,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,60.0,1.0788227580286037e-09,0.06666666666666667,-0.8666666666666667,large,59.23,59.91,2.1576455160572074e-09
M1,high,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.6899780566090358e-11,0.0,-1.0,large,56.61,61.11,2.806108344579513e-10
M1,low,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,1.0504710689910429e-12,0.0,-1.0,large,51.33,58.248131868131864,3.046366100074024e-11
M1,low,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,2.917914111086774e-12,0.0,-1.0,large,51.17,59.54,6.71120245549958e-11
M1,medium,r40,rss_mean_mb,sub_saturation,rest,graphql,,30,30,0.0,2.175114250321009e-11,0.0,-1.0,large,49.602444444444444,60.67911111111111,2.827648525417312e-10
M1,medium,r80,rss_mean_mb,sub_saturation,rest,graphql,,30,30,30.0,5.231472556367987e-10,0.03333333333333333,-0.9333333333333333,large,58.78332722832723,60.54222222222222,1.569441766910396e-09
