run_uid,block_id,protocol,pattern,density,concurrency,run_index,session_id,ts_start,ts_end,lat_p50,lat_p95,lat_p99,throughput_rps,payload_bytes_med,xproc_p95,xproc_med,error_rate,cpu_mean,cpu_p95,rss_mean_mb,rss_p95_mb,k6_iterations,notes,impl_mode
26e62e8cad72,B0084,graphql,aggregate,low,1,0,factorial-A,1782253720.338,1782253750.706,5.275591,7.658146149999999,7.964489369999998,167.57463598129937,213,0.006812649999999999,0.004421,0,92.47096774193548,94.95,72.39903225806452,72.4,5028,,passthrough
86a11e3f2bde,B0084,graphql,aggregate,low,1,1,factorial-A,1782253750.709,1782253781.063,5.320971999999999,7.724062000000001,7.98658232,164.32079130793292,214,0.006857,0.004458,0,92.41000000000001,94.9,72.4,72.4,4930,,passthrough
836f303c35e4,B0084,graphql,aggregate,low,1,2,factorial-A,1782253781.068,1782253811.408,5.339062,7.7226452,7.97062016,164.61751525275446,214,0.006873099999999999,0.004477,0,92.33666666666667,94.9,72.4,72.4,4939,,passthrough
ac1ae26863ed,B0084,graphql,aggregate,low,1,3,factorial-A,1782253811.414,1782253841.754,5.332977,7.728835,7.98857361,164.06171158735373,213,0.006854949999999999,0.004465,0,92.42580645161291,94.9,72.4,72.4,4922,,passthrough
4ff242876fa6,B0084,graphql,aggregate,low,1,4,factorial-A,1782253841.759,1782253872.104,5.2996490000000005,7.7145864500000005,8.068786799999998,165.31746438869385,214,0.006856050000000001,0.004443,0,92.68666666666667,94.9,72.40666666666667,72.41,4960,,passthrough
d517735864e9,B0084,graphql,aggregate,low,1,5,factorial-A,1782253872.107,1782253902.450,5.298285,7.6987265,8.040068199999999,164.65509303273487,215,0.006835,0.004449,0,92.60000000000001,94.9,72.41,72.41,4940,,passthrough
5d548c6dc0f8,B0084,graphql,aggregate,low,1,6,factorial-A,1782253902.456,1782253932.835,5.342613999999999,7.72965,8.013551200000002,162.9059870600833,214,0.0068806499999999994,0.004477500000000001,0,92.42903225806452,94.9,72.41,72.41,4888,,passthrough
b91a1f769e13,B0084,graphql,aggregate,low,1,7,factorial-A,1782253932.841,1782253963.209,5.2573954999999994,7.615555,7.870878500000001,168.17500676106354,214,0.006749,0.004394,0,91.98,94.495,72.41,72.41,5046,,passthrough
0f313ce93321,B0084,graphql,aggregate,low,1,8,factorial-A,1782253963.212,1782253993.592,5.302296,7.67341945,7.9820599,166.0495388117178,215,0.006811,0.004442,0,91.34193548387097,94.9,72.41,72.41,4982,,passthrough
0e30e95b7936,B0084,graphql,aggregate,low,1,9,factorial-A,1782253993.596,1782254023.958,5.3237915000000005,7.712358999999999,7.9652706,165.37899338936805,215,0.006853799999999999,0.004457,0,93.21000000000001,94.9,72.41,72.41,4962,,passthrough
886e42326613,B0084,graphql,aggregate,low,1,10,factorial-A,1782254023.963,1782254054.305,5.242492,7.618672,7.899296499999999,166.8650658855923,214,0.006773,0.004398,0,92.89333333333335,94.9,72.41,72.41,5006,,passthrough
4d41233d1508,B0084,graphql,aggregate,low,1,11,factorial-A,1782254054.310,1782254084.659,5.260548,7.61845415,7.8649565,168.78856769150113,215,0.006783,0.004416,0,91.9741935483871,95.45,72.41,72.41,5064,,passthrough
5a2ecd0e767e,B0084,graphql,aggregate,low,1,12,factorial-A,1782254084.664,1782254115.000,5.2589425,7.6088205,7.890187649999997,167.85024945756754,214,0.006773,0.004416,0,93.76,95.495,72.41,72.41,5036,,passthrough
a24d64f5e853,B0084,graphql,aggregate,low,1,13,factorial-A,1782254115.004,1782254145.367,5.20158,7.566054,7.993716000000002,168.00592197992046,214,0.006739,0.00437,0,92.11333333333334,95.0,72.41,72.41,5041,,passthrough
9e7a03bf2bfb,B0084,graphql,aggregate,low,1,14,factorial-A,1782254145.372,1782254175.728,5.274899,7.627317000000001,7.891908539999999,167.1652744362507,214,0.0067793,0.004424,0,91.74193548387098,94.9,72.41,72.41,5015,,passthrough
e84747e6ebb8,B0084,graphql,aggregate,low,1,15,factorial-A,1782254175.733,1782254206.094,5.272349,7.646748199999999,7.937470200000002,167.20495402105874,215,0.0067982,0.004424,0,93.40333333333334,94.9,72.41,72.41,5017,,passthrough
552bb95409ca,B0084,graphql,aggregate,low,1,16,factorial-A,1782254206.099,1782254236.449,5.226889,7.581206,7.84413075,169.18162289434613,214,0.00674325,0.00438,0,92.58333333333334,94.9,72.41,72.41,5076,,passthrough
20dbbe87ea1c,B0084,graphql,aggregate,low,1,17,factorial-A,1782254236.454,1782254266.799,5.245349,7.6120161500000005,7.877439800000001,168.59557019073222,214,0.006759299999999999,0.0044,0,91.97741935483872,94.9,72.41,72.41,5058,,passthrough
97b6ed210cfd,B0084,graphql,aggregate,low,1,18,factorial-A,1782254266.805,1782254297.167,5.277205,7.660568499999999,7.885089029999997,168.1065416446434,214,0.006797849999999999,0.004421,0,93.08333333333334,93.95500000000001,72.42,72.42,5044,,passthrough
513bcf3189ec,B0084,graphql,aggregate,low,1,19,factorial-A,1782254297.173,1782254327.528,5.320734,7.674891000000001,7.917792709999999,166.3082532781774,214,0.00682455,0.004462,0,92.34333333333333,94.9,72.42,72.42,4990,,passthrough
7a06798fbe9c,B0084,graphql,aggregate,low,1,20,factorial-A,1782254327.534,1782254357.877,5.2665745,7.63296405,7.865710679999999,167.7118101499856,214,0.0067829,0.004411,0,91.83870967741936,95.4,72.42,72.42,5032,,passthrough
52027ee259e5,B0084,graphql,aggregate,low,1,21,factorial-A,1782254357.883,1782254388.221,5.341799,7.725638099999999,8.010500219999999,163.95593511128547,214,0.006852099999999999,0.004475,0,93.41333333333334,94.95500000000001,72.42,72.42,4919,,passthrough
a19587f18974,B0084,graphql,aggregate,low,1,22,factorial-A,1782254388.228,1782254418.564,5.280886,7.62055725,7.888256050000001,166.50980440455658,214,0.006774,0.004428,0,92.66333333333334,94.95500000000001,72.42,72.42,4996,,passthrough
9f74738155be,B0084,graphql,aggregate,low,1,23,factorial-A,1782254418.571,1782254448.908,5.3102754999999995,7.6809825,7.98923165,165.51153672183474,214,0.00683225,0.004448,0,91.79032258064517,94.9,72.42,72.42,4966,,passthrough
07f26691616a,B0084,graphql,aggregate,low,1,24,factorial-A,1782254448.914,1782254479.254,5.3220659999999995,7.704829649999999,8.00335657,164.45004029616928,214,0.006832049999999998,0.004445,0,93.27000000000001,94.9,72.42,72.42,4934,,passthrough
23dc6fd1247e,B0084,graphql,aggregate,low,1,25,factorial-A,1782254479.260,1782254509.611,5.283851500000001,7.640346849999999,7.87955306,167.9228075567281,215,0.006789,0.004424,0,92.60666666666667,94.9,72.42,72.42,5038,,passthrough
9000c065475d,B0084,graphql,aggregate,low,1,26,factorial-A,1782254509.618,1782254539.976,5.312262,7.709525599999999,7.945967279999998,164.9467838548816,215,0.006843199999999999,0.004447,0,91.39032258064516,94.9,72.42,72.42,4949,,passthrough
c27f3a8b7779,B0084,graphql,aggregate,low,1,27,factorial-A,1782254539.983,1782254570.317,5.2846915,7.659432,7.98845632,165.9958976161187,215,0.006785050000000001,0.00442,0,93.23333333333333,94.9,72.42966666666668,72.43,4980,,passthrough
f6df8073c183,B0084,graphql,aggregate,low,1,28,factorial-A,1782254570.324,1782254600.671,5.276951,7.6652083,7.890285599999999,166.89505460468413,214,0.0068103999999999994,0.004413,0,92.35333333333334,94.495,72.43066666666667,72.43549999999999,5007,,passthrough
2bfee796c376,B0084,graphql,aggregate,low,1,29,factorial-A,1782254600.679,1782254631.035,5.291106,7.6783515,7.9406845,165.8468239952767,215,0.006804,0.004423,0,91.43225806451613,94.0,72.44,72.44,4976,,passthrough
eead3ef3b576,B0059,graphql,baseline,high,100,0,factorial-A,1782254725.955,1782254757.530,1610.985682,1764.633701,1926.69635092,61.97301276647,9291,1.5893153999999998,1.213738,0,99.621875,101.9,77.03093750000001,77.05,1933,,passthrough
460da2c2784d,B0059,graphql,baseline,high,100,1,factorial-A,1782254757.534,1782254789.004,1562.600017,1677.750483,1794.7499258000003,63.835161884678065,9326,1.543039,1.216442,0,99.70645161290324,101.9,77.04935483870968,77.05,1983,,passthrough
f2f183e54a14,B0059,graphql,baseline,high,100,2,factorial-A,1782254789.008,1782254820.284,1568.8560115,1703.0180810000002,1894.8149635500022,63.35132574476159,9258,1.48028375,1.3436545,0,99.80322580645162,102.9,77.04483870967742,77.05,1956,,passthrough
f30bc58e95ca,B0059,graphql,baseline,high,100,3,factorial-A,1782254820.287,1782254852.002,1573.1034245,1666.18896815,1775.8978322000003,63.216949173559165,9291,1.55826945,1.252678,0,99.68125,101.9,77.151875,77.16,1980,,passthrough
e281f68e2739,B0059,graphql,baseline,high,100,4,factorial-A,1782254852.005,1782254883.665,1571.702763,1684.8930409999998,1958.24991599,63.28505529396794,9291,1.5152565,1.22193,0,99.559375,101.9,77.1525,77.17,1980,,passthrough
44419f4f3ccf,B0059,graphql,baseline,high,100,5,factorial-A,1782254883.669,1782254915.099,1575.9851755,1720.91940015,1833.57502324,62.95039790520457,9326,1.50294975,1.3194095,0,99.80645161290323,101.9,77.19258064516129,77.2,1954,,passthrough
f24f08fd9399,B0059,graphql,baseline,high,100,6,factorial-A,1782254915.102,1782254946.834,1584.8252535000001,1668.9240240499998,1847.53376357,62.82540791761212,9291,1.55620275,1.2255055000000001,0,99.53125,101.9,77.3053125,77.34,1970,,passthrough
a01ac29fe0a9,B0059,graphql,baseline,high,100,7,factorial-A,1782254946.837,1782254978.166,1589.437161,1716.9997216,1811.1369555200001,63.14850650775522,9438,1.5588300000000002,1.268387,0,99.64193548387097,101.9,77.3616129032258,77.39,1953,,passthrough
89a771146fb8,B0059,graphql,baseline,high,100,8,factorial-A,1782254978.169,1782255009.879,1602.781916,1750.3791869,1985.772958299998,62.00706382218001,9291,1.5306669000000002,1.173174,0,99.684375,102.35,77.31281249999999,77.36,1943,,passthrough
9b962842944d,B0059,graphql,baseline,high,100,9,factorial-A,1782255009.882,1782255041.501,1594.189292,1684.0838183,2040.4229142000002,62.59568400270343,9291,1.5700342,1.390219,0,98.809375,101.35000000000001,77.339375,77.34,1955,,passthrough
145c966686f0,B0059,graphql,baseline,high,100,10,factorial-A,1782255041.505,1782255073.020,1579.824789,1685.8897066,1774.1017218,63.308858146565086,9326,1.5332782,1.203832,0,100.38387096774194,101.9,77.33483870967741,77.34,1969,,passthrough
3364c3d831c7,B0059,graphql,baseline,high,100,11,factorial-A,1782255073.025,1782255104.490,1596.139743,1764.424325,1840.5760899999982,62.51396393793098,9326,1.564445,1.233651,0,99.71290322580646,102.4,77.33258064516129,77.34,1941,,passthrough
e1217b64b9fd,B0059,graphql,baseline,high,100,12,factorial-A,1782255104.495,1782255136.028,1584.363161,1767.8759609499998,1879.36628259,62.97012771266147,9258,1.54877385,1.241599,0,100.54838709677419,101.9,77.33903225806452,77.34,1960,,passthrough
67775506bd77,B0059,graphql,baseline,high,100,13,factorial-A,1782255136.033,1782255167.557,1578.12444,1692.731323,1900.3150774,63.27340212422856,9255,1.5328275,1.168701,0,98.8125,101.9,77.33375,77.34,1971,,passthrough
818b732d3515,B0059,graphql,baseline,high,100,14,factorial-A,1782255167.561,1782255198.874,1621.459234,1744.4922830999997,2016.8474355,61.411311189253205,9375,1.63011795,1.2917655,0,100.51290322580645,101.9,77.34,77.34,1898,,passthrough
4b841c1fe973,B0059,graphql,baseline,high,100,15,factorial-A,1782255198.879,1782255230.395,1614.200955,1764.3033719999999,1918.2161886000001,61.988999065299794,9326,1.580769,1.258252,0,99.61290322580646,101.9,77.38903225806452,77.41,1931,,passthrough
bcd68ca978f1,B0059,graphql,baseline,high,100,16,factorial-A,1782255230.400,1782255262.045,1606.912931,1678.5785944000002,1942.2658079999999,62.02833990032129,9291,1.5994431999999998,1.400433,0,99.65,101.9,77.38499999999999,77.39,1939,,passthrough
d77f51f8cb05,B0059,graphql,baseline,high,100,17,factorial-A,1782255262.050,1782255293.472,1591.5502485000002,1767.75558675,1977.973564250003,62.39030231339611,9326,1.55668475,1.2162389999999998,0,99.67419354838711,101.9,77.37064516129033,77.39,1936,,passthrough
878871558b88,B0059,graphql,baseline,high,100,18,factorial-A,1782255293.477,1782255324.811,1584.3206615,1720.45503375,1944.02631857,63.25399947736057,9291,1.55117415,1.2841635,0,99.184375,101.9,77.365,77.38,1958,,passthrough
4e32b84c0798,B0059,graphql,baseline,high,100,19,factorial-A,1782255324.816,1782255356.583,1564.8470175,1615.81798965,1684.0778218799999,63.65542537253039,9291,1.5335183,1.184046,0,100.06451612903227,100.9,77.37741935483871,77.38,1998,,passthrough
a39a32bf9b7d,B0059,graphql,baseline,high,100,20,factorial-A,1782255356.589,1782255387.983,1575.814045,1704.2116138,1898.3304367199999,63.339486254394345,9291,1.5623477,1.161676,0,99.465625,101.9,77.35375,77.38,1963,,passthrough
6e4889801ad1,B0059,graphql,baseline,high,100,21,factorial-A,1782255387.989,1782255419.782,1561.6051360000001,1631.2933904,1770.2900604200001,63.99026308264427,9226,1.4805580999999999,1.198606,0,98.99375,101.9,77.4128125,77.44,2010,,passthrough
daea50e3f383,B0059,graphql,baseline,high,100,22,factorial-A,1782255419.788,1782255451.054,1583.542921,1752.0745435499998,1858.02979973,63.185338900359014,9258,1.55328345,1.189555,0,100.4483870967742,101.9,77.37225806451613,77.41,1952,,passthrough
b6193ee23934,B0059,graphql,baseline,high,100,23,factorial-A,1782255451.061,1782255482.432,1591.3727385000002,1675.0612604,1850.6761648,62.59974303233358,9255,1.568521,1.284367,0,99.64193548387097,101.9,77.37967741935483,77.38,1940,,passthrough
9d1e3bd91f2a,B0059,graphql,baseline,high,100,24,factorial-A,1782255482.439,1782255513.920,1580.460139,1669.059866899999,1825.8752115700001,62.98411950526905,9326,1.5545376999999998,1.1815959999999999,0,98.984375,101.9,77.38,77.38,1958,,passthrough
ab3a0b153835,B0059,graphql,baseline,high,100,25,factorial-A,1782255513.927,1782255545.273,1579.041231,1652.8096099999993,1851.1081773800067,63.23774870802813,9258,1.5438088,1.19771,0,100.29032258064517,101.9,77.39322580645161,77.4,1958,,passthrough
170c2c41d130,B0059,graphql,baseline,high,100,26,factorial-A,1782255545.280,1782255576.572,1590.1116350000002,1711.63855375,1875.12249155,62.745033954301924,9326,1.57756025,1.2254260000000001,0,99.70645161290324,102.9,77.39,77.39,1940,,passthrough
0acb6335ebb1,B0059,graphql,baseline,high,100,27,factorial-A,1782255576.579,1782255608.175,1597.045252,1763.6058325999998,1877.64216956,62.3447687939172,9326,1.5878904,1.236698,0,99.746875,103.35000000000001,77.39,77.39,1945,,passthrough
cce5fd2f3f1c,B0059,graphql,baseline,high,100,28,factorial-A,1782255608.182,1782255639.772,1571.311071,1787.1662247,1973.8486767,63.300696710551115,9258,1.5243692,1.164172,0,99.58387096774194,101.9,77.41193548387098,77.43,1975,,passthrough
0492b74f9bc4,B0059,graphql,baseline,high,100,29,factorial-A,1782255639.780,1782255671.174,1577.789462,1727.7180683,1850.41694452,63.16477215918513,9291,1.4600783,1.240052,0,99.665625,102.0,77.356875,77.39,1959,,passthrough
b0793a0d433a,B0062,graphql,partial,low,50,0,factorial-A,1782255763.043,1782255793.613,323.351441,443.4305973999999,499.2421288599999,142.40985615046725,962,0.39545299999999994,0.285734,0,100.96774193548387,103.4,77.3458064516129,77.37,4303,,passthrough
a3bda93487aa,B0062,graphql,partial,low,50,1,factorial-A,1782255793.616,1782255824.126,323.45611499999995,418.94124144999995,491.92496566,143.2336336014201,962,0.3766125,0.28650149999999996,0,101.04666666666667,102.9,77.36766666666666,77.38,4314,,passthrough
33e6887c20ba,B0062,graphql,partial,low,50,2,factorial-A,1782255824.129,1782255854.713,322.4508935,443.93721220000003,511.03632669000024,140.09670096364275,952,0.3985381,0.285202,0,100.97741935483872,103.45,77.37290322580645,77.39,4234,,passthrough
03f82ef52126,B0062,graphql,partial,low,50,3,factorial-A,1782255854.716,1782255885.336,318.09965,417.6091597999998,483.15779275999995,142.8475777865472,936,0.387221,0.287343,0,100.71000000000001,102.9,77.38733333333333,77.39,4319,,passthrough
d487087aa003,B0062,graphql,partial,low,50,4,factorial-A,1782255885.338,1782255916.016,337.16817349999997,440.06894825,510.89357555,142.06471801534843,927,0.37642775,0.2738955,0,101.03548387096775,103.9,77.33935483870968,77.39,4306,,passthrough
06f67db8e557,B0062,graphql,partial,low,50,5,factorial-A,1782255916.019,1782255946.732,328.119235,445.2044544,489.60454423999994,140.56364785103096,962,0.3930275999999999,0.284586,0,100.77741935483871,102.9,77.29483870967742,77.37,4265,,passthrough
a46b9d0dcad2,B0062,graphql,partial,low,50,6,factorial-A,1782255946.736,1782255977.344,332.455075,467.9212386,513.5352258799999,137.20194426998907,936,0.4110508,0.270372,0,101.06666666666668,102.9,77.32166666666666,77.38,4149,,passthrough
c24b82d14b73,B0062,graphql,partial,low,50,7,factorial-A,1782255977.347,1782256008.062,322.744616,446.40692049999996,512.6624871000004,138.14260640122325,952,0.4145885,0.288946,0,100.90645161290323,102.9,77.35032258064517,77.4,4191,,passthrough
c45d4fbafc28,B0062,graphql,partial,low,50,8,factorial-A,1782256008.066,1782256038.720,324.456897,440.863302,475.22273729999995,139.77442271656327,918,0.4104455,0.283672,0,100.29354838709678,102.9,77.31129032258065,77.37,4231,,passthrough
81f00cc956eb,B0062,graphql,partial,low,50,9,factorial-A,1782256038.724,1782256069.441,320.64811399999996,423.95919729999997,521.4155472199967,142.70197500076446,936,0.38859494999999994,0.290716,0,101.07000000000001,103.495,77.331,77.34,4328,,passthrough
0da5adb6c556,B0062,graphql,partial,low,50,10,factorial-A,1782256069.445,1782256100.175,322.45864,432.12445289999994,492.34530244000007,143.87416098188447,962,0.38104829999999995,0.286137,0,100.71935483870968,102.9,77.31870967741935,77.39,4367,,passthrough
ed506c4e6c5a,B0062,graphql,partial,low,50,11,factorial-A,1782256100.179,1782256130.914,320.809598,413.77894639999994,463.98448708,144.02541617448853,952,0.38101319999999994,0.285549,0,100.83870967741936,102.9,77.34451612903226,77.39,4369,,passthrough
fb3ef902553f,B0062,graphql,partial,low,50,12,factorial-A,1782256130.921,1782256161.677,323.790378,443.9001068,494.7932062400003,139.51663549391247,962,0.40172019999999997,0.285501,0,99.93548387096774,102.9,77.38129032258064,77.42,4237,,passthrough
7a24a75edb0a,B0062,graphql,partial,low,50,13,factorial-A,1782256161.683,1782256192.296,329.764916,471.816729,541.0296045999994,137.5570394669456,952,0.41006,0.284884,0,101.77333333333334,102.95500000000001,77.36366666666667,77.41,4161,,passthrough
2d36688f3afb,B0062,graphql,partial,low,50,14,factorial-A,1782256192.301,1782256222.917,327.5037845,444.6753878,523.16084442,137.31725485521306,962,0.40698029999999996,0.28846799999999995,0,100.80322580645162,102.9,77.3825806451613,77.4,4154,,passthrough
c2f634aa0c43,B0062,graphql,partial,low,50,15,factorial-A,1782256222.921,1782256253.657,327.831694,440.538113,487.3269345,140.0564000593004,952,0.3970925,0.287154,0,100.96666666666667,102.9,77.379,77.4,4251,,passthrough
eb2f34a29610,B0062,graphql,partial,low,50,16,factorial-A,1782256253.662,1782256284.204,321.9094765,445.005492,536.59611608,140.02132917778647,952,0.4000529,0.287814,0,100.94516129032259,103.4,77.39612903225807,77.4,4222,,passthrough
ca99d91bc04b,B0062,graphql,partial,low,50,17,factorial-A,1782256284.210,1782256314.865,334.054245,447.256512,527.758958,138.79885367766607,952,0.404327,0.282625,0,100.17096774193548,103.4,77.38870967741936,77.41,4201,,passthrough
3ccd7c024ca7,B0062,graphql,partial,low,50,18,factorial-A,1782256314.870,1782256345.459,336.318984,470.49915204999985,513.94221385,139.2991519330982,973,0.39916894999999997,0.284972,0,101.47666666666667,102.95500000000001,77.315,77.41,4204,,passthrough
4eedeeab39ee,B0062,graphql,partial,low,50,19,factorial-A,1782256345.467,1782256376.090,324.879778,447.72242695,517.3778937399994,138.27537792194315,936,0.40892795,0.28997700000000004,0,100.76129032258065,102.9,77.38870967741936,77.42,4182,,passthrough
e70895d7f44a,B0062,graphql,partial,low,50,20,factorial-A,1782256376.096,1782256406.761,327.259222,470.72792354999996,514.8905819399998,135.66326778012603,962,0.42228579999999993,0.28841649999999996,0,101.10000000000001,103.45,77.403,77.42,4108,,passthrough
be7e5977748e,B0062,graphql,partial,low,50,21,factorial-A,1782256406.767,1782256437.396,329.008156,453.7807677,533.8742555,137.42737784544337,962,0.4038652,0.28442,0,100.9,103.4,77.37225806451613,77.42,4155,,passthrough
579cfc5bc079,B0062,graphql,partial,low,50,22,factorial-A,1782256437.402,1782256468.011,325.345752,436.23672120000003,464.70286267999995,140.8893642082044,952,0.3984642,0.285419,0,100.02903225806452,102.9,77.39806451612904,77.42,4257,,passthrough
bada664f0728,B0062,graphql,partial,low,50,23,factorial-A,1782256468.018,1782256498.695,325.7169905,434.52805,501.91472114999993,142.15655649914174,952,0.37882425000000003,0.2788715,0,101.77666666666667,103.495,77.347,77.42,4306,,passthrough
9e46cd376020,B0062,graphql,partial,low,50,24,factorial-A,1782256498.702,1782256529.454,324.658101,449.90456439999997,536.78662732,139.959470407437,962,0.4081774,0.281948,0,101.06129032258065,103.9,77.3841935483871,77.42,4249,,passthrough
3615942ac09b,B0062,graphql,partial,low,50,25,factorial-A,1782256529.461,1782256560.202,323.583494,447.22806059999994,514.5701861199998,138.79583735689897,962,0.4123251,0.289868,0,100.48387096774194,102.9,77.37870967741935,77.41,4215,,passthrough
96a721092fb2,B0062,graphql,partial,low,50,26,factorial-A,1782256560.209,1782256590.794,327.8414205,448.95724705,494.41747860999993,138.4759137850676,936,0.40424540000000003,0.275699,0,101.20666666666668,102.9,77.34166666666667,77.43,4182,,passthrough
e852ba4e472d,B0062,graphql,partial,low,50,27,factorial-A,1782256590.801,1782256621.591,320.888518,416.66296120000004,478.28936625999995,143.6587461767719,962,0.3846932,0.28558,0,100.93548387096774,102.9,77.37838709677419,77.41,4335,,passthrough
3696543a9f00,B0062,graphql,partial,low,50,28,factorial-A,1782256621.598,1782256652.235,323.32980999999995,426.86279325,494.73504725,142.876331357932,918,0.38392675,0.28700349999999997,0,99.81290322580645,103.45,77.41645161290323,77.43,4326,,passthrough
a909e88a0930,B0062,graphql,partial,low,50,29,factorial-A,1782256652.242,1782256682.880,327.997215,438.95387719999997,515.3253030000001,139.8079038344416,973,0.390389,0.282986,0,101.44000000000001,103.45,77.38733333333333,77.43,4233,,passthrough
de01c2bc51a0,B0009,rest,baseline,high,10,0,factorial-A,1782256775.510,1782256805.916,60.269942,74.13588079999998,106.1023296000001,164.2684750647895,9261,0.0640736,0.053272,0,102.01333333333334,102.9,64.69066666666667,64.7,4937,,passthrough
aaa85639ade7,B0009,rest,baseline,high,10,1,factorial-A,1782256805.918,1782256836.324,60.93983,75.20309259999999,110.09260186000002,162.61627769956894,9261,0.0651943,0.053422,0,101.01333333333334,102.95500000000001,64.71766666666666,64.72,4887,,passthrough
2dc6a46c5056,B0009,rest,baseline,high,10,2,factorial-A,1782256836.327,1782256866.727,60.871711000000005,75.6742662,105.4102315199999,162.99110651306552,9261,0.0651928,0.05339,0,100.77741935483871,102.9,64.72,64.72,4898,,passthrough
2634b0810a1e,B0009,rest,baseline,high,10,3,factorial-A,1782256866.730,1782256897.102,60.284493999999995,72.9476897,102.57329414,164.40498214205377,9261,0.06397775,0.053334000000000006,0,101.33333333333334,102.9,64.72,64.72,4934,,passthrough
e86ad9f6fabd,B0009,rest,baseline,high,10,4,factorial-A,1782256897.105,1782256927.479,60.5765265,75.03374855,109.54014323,162.8724894353813,9345,0.06430795,0.053352,0,100.98,102.9,64.72966666666667,64.73,4890,,passthrough
ab20ae177a15,B0009,rest,baseline,high,10,5,factorial-A,1782256927.483,1782256957.890,59.961277,73.77329919999998,105.65273027999993,164.7762153455059,9261,0.0642462,0.052922,0,101.04516129032258,103.0,64.73,64.73,4949,,passthrough
631c747cf932,B0009,rest,baseline,high,10,6,factorial-A,1782256957.893,1782256988.282,60.527367,74.25146760000001,108.07314064000002,163.2933430809159,9261,0.0643314,0.053708,0,101.04333333333334,102.9,64.73766666666667,64.74,4905,,passthrough
1f96c5deae8d,B0009,rest,baseline,high,10,7,factorial-A,1782256988.286,1782257018.663,60.565799999999996,73.10015014999999,103.03416895999992,163.75224051824557,9228,0.06371329999999999,0.0534085,0,100.09354838709677,102.9,64.74,64.74,4914,,passthrough
8b5ff56f81b2,B0009,rest,baseline,high,10,8,factorial-A,1782257018.666,1782257049.053,60.485603499999996,74.14688394999999,108.50861435000029,163.62026264001648,9261,0.06443715,0.053548,0,102.0,102.9,64.74633333333333,64.77,4912,,passthrough
a4488ec013de,B0009,rest,baseline,high,10,9,factorial-A,1782257049.057,1782257079.441,60.331723,76.03234275,109.18369510000012,163.64738414679044,9261,0.0651165,0.0533055,0,101.08333333333334,103.495,64.77833333333334,64.78,4916,,passthrough
bea6fb662c8a,B0009,rest,baseline,high,10,10,factorial-A,1782257079.445,1782257109.843,60.676891999999995,74.4716315,105.38915830000003,163.7119563708009,9296,0.06562185,0.0537175,0,100.63548387096775,102.95,64.78,64.78,4920,,passthrough
c7889dccea2e,B0009,rest,baseline,high,10,11,factorial-A,1782257109.847,1782257140.201,60.022636,72.636932,107.09177178000007,165.35914253978936,9261,0.0640595,0.053152,0,101.60000000000001,102.9,64.78,64.78,4963,,passthrough
1b8d3d49838c,B0009,rest,baseline,high,10,12,factorial-A,1782257140.206,1782257170.581,60.434435,74.524805,107.498281,163.8734489737912,9345,0.064889,0.053127,0,101.05333333333334,102.95500000000001,64.78,64.78,4921,,passthrough
18c3e49e990b,B0009,rest,baseline,high,10,13,factorial-A,1782257170.586,1782257200.943,59.884103,74.43769920000001,106.84377168000017,164.7429953037432,9228,0.0645116,0.052874,0,100.7741935483871,103.4,64.78,64.78,4945,,passthrough
37e671ee79c6,B0009,rest,baseline,high,10,14,factorial-A,1782257200.948,1782257231.585,60.48059,75.040167,105.04343289999998,164.0929649505598,9261,0.0640915,0.053127,0,101.46000000000001,103.0,64.78,64.78,4931,,passthrough
e14172b5853d,B0009,rest,baseline,high,10,15,factorial-A,1782257231.590,1782257262.014,60.266369,73.61886774999999,107.30521295000001,164.5794905859354,9261,0.06410525,0.053015999999999994,0,100.00322580645162,102.9,64.78,64.78,4946,,passthrough
7a781d4eb1d1,B0009,rest,baseline,high,10,16,factorial-A,1782257262.019,1782257292.402,60.004368,74.3529003,106.75688339999999,164.74814110544528,9261,0.06420479999999999,0.052739,0,101.21666666666667,103.0,64.78,64.78,4947,,passthrough
a87fa0414ff2,B0009,rest,baseline,high,10,17,factorial-A,1782257292.408,1782257322.812,60.1696435,72.53826985,101.33588160000004,165.1200120279886,9261,0.06350689999999999,0.0530225,0,100.97,102.9,64.78,64.78,4962,,passthrough
59bc5ca26747,B0009,rest,baseline,high,10,18,factorial-A,1782257322.817,1782257353.223,60.36809,74.91230099999997,103.27557461999973,163.67568755381663,9296,0.0648201,0.05311,0,100.93870967741935,103.0,64.78,64.78,4919,,passthrough
d1d2d13ad06b,B0009,rest,baseline,high,10,19,factorial-A,1782257353.229,1782257383.637,59.975473,74.63023229999997,107.42469658000009,165.3457150223366,9228,0.06414929999999999,0.053083,0,100.93666666666667,102.9,64.78,64.78,4967,,passthrough
084c4a2298fa,B0009,rest,baseline,high,10,20,factorial-A,1782257383.643,1782257414.011,60.516131,75.03200259999998,105.21907380000002,164.1535235292209,9261,0.06482,0.053401,0,100.49032258064517,102.9,64.78,64.78,4929,,passthrough
2ee04af86910,B0009,rest,baseline,high,10,21,factorial-A,1782257414.017,1782257444.669,59.985246,75.44394659999999,106.99958185999999,164.7431356937879,9228,0.06425070000000001,0.053626,0,101.53666666666668,102.9,64.78,64.78,4947,,passthrough
